gene_name	enhancer_class	log2FC	padj
Trp53i11	Stable	-0.616204	0.005661
Trp53i11	Activity_Lost	-0.616204	0.005661
Trp53i11	Stable	-0.616204	0.005661
Trp53i11	Stable	-0.616204	0.005661
Trp53i11	Stable	-0.616204	0.005661
Trp53inp1	Stable	0.134326	0.596343
Trp53inp1	Stable	0.134326	0.596343
Trp53inp1	Stable	0.134326	0.596343
Trp53inp1	Stable	0.134326	0.596343
Trp53inp2	Stable	0.190436	0.241609
Trp53inp2	Stable	0.190436	0.241609
Trp53inp2	Stable	0.190436	0.241609
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Activity_Lost	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rka	Stable	-0.320181	0.410962
Trp53rkb	Stable	-0.387836	0.334754
Trp53rkb	Stable	-0.387836	0.334754
Trp53rkb	Stable	-0.387836	0.334754
Trp53rkb	Activity_Lost	-0.387836	0.334754
Trp53rkb	Stable	-0.387836	0.334754
Trp53rkb	Stable	-0.387836	0.334754
Trp73	Activity_Lost	-2.751309	0
Trpc1	Stable	-0.01684	0.96684
Trpc4ap	Stable	0.133504	0.146464
Trpc4ap	Stable	0.133504	0.146464
Trpc4ap	Stable	0.133504	0.146464
Trpc7	Stable	0.213068	0.281768
Trpc7	Stable	0.213068	0.281768
Trpm5	Stable	-0.039265	0.971346
Trpm7	Stable	0.100376	0.410494
Trps1	K119ub_Only	-0.481017	0.002444
Trps1	K119ub_Only	-0.481017	0.002444
Trps1	K119ub_Only	-0.481017	0.002444
Trps1	Stable	-0.481017	0.002444
Trps1	Activity_Lost	-0.481017	0.002444
Trps1	K119ub_Only	-0.481017	0.002444
Trps1	Stable	-0.481017	0.002444
Trub1	Stable	-0.515231	6.3e-05
Tsc2	Stable	0.022113	0.969167
Tsc2	Stable	0.022113	0.969167
Tsc2	Stable	0.022113	0.969167
Tsc2	Stable	0.022113	0.969167
Tsc2	Stable	0.022113	0.969167
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	K119ub_Only	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	Activity_Lost	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d1	Stable	0.077168	0.723597
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Activity_Lost	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	K119ub_Only	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d2	Stable	-0.087606	0.754756
Tsc22d4	Stable	0.05505	0.892383
Tsen2	Stable	0.017833	0.961754
Tsen2	K119ub_Only	0.017833	0.961754
Tsen34	Stable	0.129104	0.760747
Tsen34	Stable	0.129104	0.760747
Tsen34	Stable	0.129104	0.760747
Tsfm	K119ub_Only	-0.018223	0.977383
Tsfm	Stable	-0.018223	0.977383
Tsfm	Stable	-0.018223	0.977383
Tsfm	Stable	-0.018223	0.977383
Tshz1	Stable	-0.341561	2.6e-05
Tshz1	Stable	-0.341561	2.6e-05
Tshz1	Stable	-0.341561	2.6e-05
Tshz1	Stable	-0.341561	2.6e-05
Tshz1	Stable	-0.341561	2.6e-05
Tshz1	Stable	-0.341561	2.6e-05
Tshz1	Stable	-0.341561	2.6e-05
Tshz3	Stable	0.242214	0.273623
Tshz3	Stable	0.242214	0.273623
Tshz3	Stable	0.242214	0.273623
Tshz3	Stable	0.242214	0.273623
Tshz3	Stable	0.242214	0.273623
Tsn	Activity_Lost	0.151356	0.4638
Tsn	Stable	0.151356	0.4638
Tsn	Stable	0.151356	0.4638
Tsn	Stable	0.151356	0.4638
Tsn	Stable	0.151356	0.4638
Tsn	Stable	0.151356	0.4638
Tsn	Stable	0.151356	0.4638
Tsnax	Stable	-0.182127	0.322563
Tsnax	Stable	-0.182127	0.322563
Tsnax	Stable	-0.182127	0.322563
Tspan1	Stable	-0.02564	0.970534
Tspan13	Stable	0.222752	0.065463
Tspan13	Stable	0.222752	0.065463
Tspan13	Activity_Lost	0.222752	0.065463
Tspan13	Stable	0.222752	0.065463
Tspan13	K119ub_Only	0.222752	0.065463
Tspan14	Stable	-0.083694	0.659536
Tspan14	Stable	-0.083694	0.659536
Tspan14	Stable	-0.083694	0.659536
Tspan14	Stable	-0.083694	0.659536
Tspan18	Activity_Lost	-0.559098	7.5e-05
Tspan18	Activity_Lost	-0.559098	7.5e-05
Tspan18	Stable	-0.559098	7.5e-05
Tspan18	Stable	-0.559098	7.5e-05
Tspan18	Stable	-0.559098	7.5e-05
Tspan18	Activity_Lost	-0.559098	7.5e-05
Tspan18	Stable	-0.559098	7.5e-05
Tspan18	Activity_Lost	-0.559098	7.5e-05
Tspan18	Activity_Lost	-0.559098	7.5e-05
Tspan18	Stable	-0.559098	7.5e-05
Tspan18	Activity_Lost	-0.559098	7.5e-05
Tspan31	Stable	0.081361	0.845874
Tspan31	Stable	0.081361	0.845874
Tspan31	Stable	0.081361	0.845874
Tspan31	Activity_Lost	0.081361	0.845874
Tspan31	Stable	0.081361	0.845874
Tspan31	Stable	0.081361	0.845874
Tspan32	Stable	-0.070086	0.964555
Tspan5	Stable	0.003419	0.993737
Tspan5	Stable	0.003419	0.993737
Tspan5	Activity_Lost	0.003419	0.993737
Tspan5	K119ub_Only	0.003419	0.993737
Tspan5	Stable	0.003419	0.993737
Tspan5	Stable	0.003419	0.993737
Tspan7	Activity_Lost	0.042328	0.856885
Tspan7	Stable	0.042328	0.856885
Tspan7	Activity_Lost	0.042328	0.856885
Tspan7	Stable	0.042328	0.856885
Tspan7	K119ub_Only	0.042328	0.856885
Tspan7	Stable	0.042328	0.856885
Tspan7	Stable	0.042328	0.856885
Tspan9	Stable	-0.041403	0.847466
Tspan9	Stable	-0.041403	0.847466
Tspan9	Stable	-0.041403	0.847466
Tspan9	Stable	-0.041403	0.847466
Tspan9	Activity_Gain	-0.041403	0.847466
Tspan9	Stable	-0.041403	0.847466
Tspan9	Stable	-0.041403	0.847466
Tspyl1	Stable	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Activity_Lost	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl1	K119ub_Only	0.104633	0.643231
Tspyl1	Stable	0.104633	0.643231
Tspyl2	Stable	0.155434	0.284112
Tspyl2	Stable	0.155434	0.284112
Tspyl2	Stable	0.155434	0.284112
Tspyl2	Stable	0.155434	0.284112
Tspyl2	Stable	0.155434	0.284112
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl3	Stable	0.034791	0.965631
Tspyl5	Activity_Lost	0.071413	0.782102
Tspyl5	Stable	0.071413	0.782102
Tspyl5	Activity_Lost	0.071413	0.782102
Tsr2	Stable	-0.171513	0.520936
Tsr2	Stable	-0.171513	0.520936
Tsr2	Stable	-0.171513	0.520936
Tsr2	Stable	-0.171513	0.520936
Tsr2	Stable	-0.171513	0.520936
Tssk4	Stable	0.3104	0.7597
Tssk4	Stable	0.3104	0.7597
Tssk4	Stable	0.3104	0.7597
Tssk4	Stable	0.3104	0.7597
Tssk5	Activity_Lost	-1.078769	3.7e-05
Tst	Stable	-0.072096	0.914517
Tst	Activity_Lost	-0.072096	0.914517
Tst	Stable	-0.072096	0.914517
Ttc1	Activity_Lost	0.128856	0.503222
Ttc1	Stable	0.128856	0.503222
Ttc12	Stable	0.017886	0.981638
Ttc12	Stable	0.017886	0.981638
Ttc12	Stable	0.017886	0.981638
Ttc12	Stable	0.017886	0.981638
Ttc12	Stable	0.017886	0.981638
Ttc12	Stable	0.017886	0.981638
Ttc12	Activity_Lost	0.017886	0.981638
Ttc12	Stable	0.017886	0.981638
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	K119ub_Only	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc14	Stable	0.066276	0.782893
Ttc16	Stable	-0.326831	0.70583
Ttc16	Stable	-0.326831	0.70583
Ttc16	Stable	-0.326831	0.70583
Ttc16	Stable	-0.326831	0.70583
Ttc21b	Stable	0.101862	0.435225
Ttc21b	Activity_Gain	0.101862	0.435225
Ttc21b	Activity_Gain	0.101862	0.435225
Ttc21b	Activity_Gain	0.101862	0.435225
Ttc32	Stable	0.169623	0.653216
Ttc32	Stable	0.169623	0.653216
Ttc32	Stable	0.169623	0.653216
Ttc32	Stable	0.169623	0.653216
Ttc32	Stable	0.169623	0.653216
Ttc33	Activity_Gain	-0.001631	0.996215
Ttc36	Stable	0.234385	0.78959
Ttc36	Activity_Gain	0.234385	0.78959
Ttc39a	Stable	0.312453	0.041486
Ttc39a	Stable	0.312453	0.041486
Ttc5	Stable	0.11386	0.633897
Ttc5	Activity_Lost	0.11386	0.633897
Ttc5	Stable	0.11386	0.633897
Ttc7b	Stable	0.057405	0.792757
Ttc7b	Stable	0.057405	0.792757
Ttc9c	Stable	0.036087	0.916919
Ttf2	Stable	-0.40508	0.454367
Tti2	Activity_Lost	-0.111449	0.740486
Tti2	Activity_Lost	-0.111449	0.740486
Tti2	Stable	-0.111449	0.740486
Ttll1	Stable	-0.228518	0.427395
Ttll1	Stable	-0.228518	0.427395
Ttll1	Stable	-0.228518	0.427395
Ttll1	Stable	-0.228518	0.427395
Ttll1	Activity_Gain	-0.228518	0.427395
Ttll1	Stable	-0.228518	0.427395
Ttll4	Stable	-0.189366	0.32043
Ttll4	Stable	-0.189366	0.32043
Ttll4	Stable	-0.189366	0.32043
Ttll4	Stable	-0.189366	0.32043
Ttll7	Stable	0.309076	0.000891
Ttll7	Stable	0.309076	0.000891
Ttll7	Stable	0.309076	0.000891
Ttpal	Stable	-0.029471	0.899539
Ttpal	Stable	-0.029471	0.899539
Ttpal	Stable	-0.029471	0.899539
Ttpal	Stable	-0.029471	0.899539
Ttpal	Stable	-0.029471	0.899539
Ttpal	Stable	-0.029471	0.899539
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh1	Stable	0.060389	0.877244
Ttyh2	Stable	0.137615	0.297295
Ttyh3	Stable	0.324209	0.050887
Ttyh3	Stable	0.324209	0.050887
Tuba1b	Stable	0.140831	0.700343
Tuba1b	Stable	0.140831	0.700343
Tuba1c	Stable	-0.182634	0.95329
Tuba1c	Stable	-0.182634	0.95329
Tuba4a	Stable	-0.019912	0.96489
Tuba4a	Activity_Lost	-0.019912	0.96489
Tuba4a	Stable	-0.019912	0.96489
Tuba4a	Stable	-0.019912	0.96489
Tubb2a	Stable	0.173838	0.572973
Tubb2a	K119ub_Only	0.173838	0.572973
Tubb2a	Stable	0.173838	0.572973
Tubb2b	Stable	-0.446641	0.084579
Tubb4a	Stable	-0.098922	0.738747
Tubb4a	Stable	-0.098922	0.738747
Tubb4b	Stable	0.116941	0.753663
Tubb4b	Stable	0.116941	0.753663
Tubb5	Stable	-0.051986	0.924149
Tubb5	Stable	-0.051986	0.924149
Tubb5	Stable	-0.051986	0.924149
Tubb5	Stable	-0.051986	0.924149
Tubg2	Stable	0.083471	0.843691
Tubgcp6	Stable	0.046481	0.909496
Tubgcp6	Stable	0.046481	0.909496
Tubgcp6	Stable	0.046481	0.909496
Tubgcp6	Stable	0.046481	0.909496
Tubgcp6	Activity_Lost	0.046481	0.909496
Tubgcp6	Stable	0.046481	0.909496
Tubgcp6	Stable	0.046481	0.909496
Tubgcp6	Activity_Lost	0.046481	0.909496
Tufm	Stable	-0.100682	0.825378
Tufm	Stable	-0.100682	0.825378
Tulp3	Stable	0.069043	0.796877
Tulp4	Stable	0.002541	0.98953
Tut1	Stable	0.005141	0.990745
Tut1	Stable	0.005141	0.990745
Tut4	Stable	0.166391	0.227363
Tvp23b	Stable	-0.155125	0.614814
Twf1	Stable	-0.076507	0.810554
Twf1	Stable	-0.076507	0.810554
Twf1	Stable	-0.076507	0.810554
Twf1	Stable	-0.076507	0.810554
Twf1	Stable	-0.076507	0.810554
Twsg1	Stable	0.036472	0.874506
Twsg1	Stable	0.036472	0.874506
Twsg1	Stable	0.036472	0.874506
Twsg1	Stable	0.036472	0.874506
Twsg1	Stable	0.036472	0.874506
Twsg1	Stable	0.036472	0.874506
Twsg1	Stable	0.036472	0.874506
Txlng	Stable	0.131983	0.471109
Txn1	K119ub_Only	0.051805	0.85738
Txn1	K119ub_Only	0.051805	0.85738
Txn1	Stable	0.051805	0.85738
Txn1	Stable	0.051805	0.85738
Txndc11	Stable	0.024275	0.906804
Txndc9	Stable	0.213907	0.183095
Txndc9	Activity_Lost	0.213907	0.183095
Txnrd2	Stable	-0.104115	0.611343
Txnrd2	Stable	-0.104115	0.611343
Txnrd2	Stable	-0.104115	0.611343
Txnrd2	Stable	-0.104115	0.611343
Txnrd2	Stable	-0.104115	0.611343
Txnrd2	Stable	-0.104115	0.611343
Tymp	Stable	-0.666247	0.018127
Tyro3	Activity_Lost	0.309066	0.052204
Tysnd1	Activity_Gain	-0.136985	0.594177
U2af1	Stable	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Activity_Gain	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Stable	-0.003592	0.992442
U2af1	Activity_Lost	-0.003592	0.992442
U2af2	Stable	0.027738	0.926979
U2af2	Stable	0.027738	0.926979
U2surp	Stable	-0.071256	0.639677
Uap1	Stable	-0.200041	0.201394
Uap1	Stable	-0.200041	0.201394
Uba1	K119ub_Only	-0.002736	0.994924
Uba1	Stable	-0.002736	0.994924
Uba1	Stable	-0.002736	0.994924
Uba1	Stable	-0.002736	0.994924
Uba3	Stable	0.15639	0.183607
Uba3	Stable	0.15639	0.183607
Uba3	Activity_Lost	0.15639	0.183607
Uba3	Stable	0.15639	0.183607
Uba3	Activity_Lost	0.15639	0.183607
Uba3	Stable	0.15639	0.183607
Uba3	Stable	0.15639	0.183607
Uba3	Stable	0.15639	0.183607
Uba3	Stable	0.15639	0.183607
Uba3	Activity_Lost	0.15639	0.183607
Uba6	Activity_Gain	-0.049927	0.881425
Uba6	Stable	-0.049927	0.881425
Uba6	K119ub_Only	-0.049927	0.881425
Uba6	K119ub_Only	-0.049927	0.881425
Uba6	Stable	-0.049927	0.881425
Uba6	Stable	-0.049927	0.881425
Uba6	Stable	-0.049927	0.881425
Uba6	Stable	-0.049927	0.881425
Ubac1	Stable	0.099075	0.486623
Ubac1	Stable	0.099075	0.486623
Ubac1	Stable	0.099075	0.486623
Ubac1	Stable	0.099075	0.486623
Ubac1	Stable	0.099075	0.486623
Ubac1	Stable	0.099075	0.486623
Ubac2	Stable	0.010807	0.971346
Ubac2	Stable	0.010807	0.971346
Ubac2	Stable	0.010807	0.971346
Ubac2	K119ub_Only	0.010807	0.971346
Ubac2	Stable	0.010807	0.971346
Ubac2	Stable	0.010807	0.971346
Ubac2	Activity_Lost	0.010807	0.971346
Ubac2	Stable	0.010807	0.971346
Ubald1	Stable	0.06317	0.883145
Ubald1	Stable	0.06317	0.883145
Ubald1	Stable	0.06317	0.883145
Ubald2	Stable	-0.215543	0.537441
Ubap1	Stable	0.081598	0.602413
Ubap2	Stable	0.078667	0.55581
Ubap2	Stable	0.078667	0.55581
Ubap2	Stable	0.078667	0.55581
Ubap2	Stable	0.078667	0.55581
Ubap2l	Stable	0.115523	0.413346
Ubb	Stable	0.147622	0.501234
Ubb	Stable	0.147622	0.501234
Ubb	Stable	0.147622	0.501234
Ubb	Stable	0.147622	0.501234
Ubb	Stable	0.147622	0.501234
Ubb	Stable	0.147622	0.501234
Ubc	Stable	0.023276	0.980002
Ubc	Stable	0.023276	0.980002
Ubc	Stable	0.023276	0.980002
Ubc	Activity_Lost	0.023276	0.980002
Ubc	Activity_Lost	0.023276	0.980002
Ubc	Stable	0.023276	0.980002
Ubc	Stable	0.023276	0.980002
Ubc	Stable	0.023276	0.980002
Ubc	Activity_Lost	0.023276	0.980002
Ube2d1	K119ub_Only	0.091299	0.645984
Ube2d1	Stable	0.091299	0.645984
Ube2d1	Stable	0.091299	0.645984
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2d3	Stable	0.02974	0.87381
Ube2e1	Stable	0.026375	0.918363
Ube2e1	Stable	0.026375	0.918363
Ube2e1	Stable	0.026375	0.918363
Ube2e1	Stable	0.026375	0.918363
Ube2e1	Stable	0.026375	0.918363
Ube2e2	Stable	0.299529	0.020344
Ube2e2	Stable	0.299529	0.020344
Ube2e2	Stable	0.299529	0.020344
Ube2e2	K119ub_Only	0.299529	0.020344
Ube2e2	Stable	0.299529	0.020344
Ube2e2	Stable	0.299529	0.020344
Ube2e3	Stable	-0.050142	0.740486
Ube2e3	Activity_Lost	-0.050142	0.740486
Ube2e3	Activity_Lost	-0.050142	0.740486
Ube2e3	Activity_Lost	-0.050142	0.740486
Ube2e3	Activity_Lost	-0.050142	0.740486
Ube2f	Stable	0.053811	0.753377
Ube2g1	Stable	0.021609	0.924492
Ube2g2	Stable	0.073499	0.910061
Ube2g2	Stable	0.073499	0.910061
Ube2g2	Stable	0.073499	0.910061
Ube2g2	Stable	0.073499	0.910061
Ube2g2	Stable	0.073499	0.910061
Ube2h	Stable	0.200286	0.103122
Ube2h	Stable	0.200286	0.103122
Ube2h	Stable	0.200286	0.103122
Ube2i	Stable	0.034858	0.904528
Ube2i	Stable	0.034858	0.904528
Ube2i	Stable	0.034858	0.904528
Ube2i	Stable	0.034858	0.904528
Ube2i	Stable	0.034858	0.904528
Ube2j2	Stable	-0.098292	0.59715
Ube2j2	Stable	-0.098292	0.59715
Ube2j2	Stable	-0.098292	0.59715
Ube2l6	Stable	-0.575204	0.452569
Ube2l6	Stable	-0.575204	0.452569
Ube2n	Stable	-0.041984	0.884559
Ube2n	Stable	-0.041984	0.884559
Ube2ql1	K119ub_Only	0.147467	0.107676
Ube2ql1	Stable	0.147467	0.107676
Ube2ql1	Stable	0.147467	0.107676
Ube2ql1	K119ub_Only	0.147467	0.107676
Ube2ql1	K119ub_Only	0.147467	0.107676
Ube2ql1	Stable	0.147467	0.107676
Ube2ql1	Stable	0.147467	0.107676
Ube2ql1	Stable	0.147467	0.107676
Ube2s	Stable	0.218227	0.358085
Ube2s	Stable	0.218227	0.358085
Ube2s	Stable	0.218227	0.358085
Ube2s	Stable	0.218227	0.358085
Ube2s	Stable	0.218227	0.358085
Ube2s	Stable	0.218227	0.358085
Ube2t	Stable	-0.128428	0.952237
Ube2w	Stable	0.04547	0.862505
Ube2w	Stable	0.04547	0.862505
Ube2w	Stable	0.04547	0.862505
Ube2w	Stable	0.04547	0.862505
Ube2w	Stable	0.04547	0.862505
Ube2z	Stable	-0.05898	0.791223
Ube2z	Stable	-0.05898	0.791223
Ube3a	K119ub_Only	-0.144477	0.871148
Ube3a	Stable	-0.144477	0.871148
Ube3a	Activity_Lost	-0.144477	0.871148
Ube3a	Stable	-0.144477	0.871148
Ube3a	Stable	-0.144477	0.871148
Ube3c	Stable	0.151232	0.092862
Ube4a	Stable	0.04378	0.814428
Ube4b	Activity_Lost	-0.203595	0.011753
Ubiad1	Stable	-0.179999	0.587682
Ubiad1	Stable	-0.179999	0.587682
Ubiad1	Stable	-0.179999	0.587682
Ubiad1	Stable	-0.179999	0.587682
Ubiad1	Stable	-0.179999	0.587682
Ubiad1	Stable	-0.179999	0.587682
Ubl3	Stable	-0.095649	0.410369
Ubl3	Stable	-0.095649	0.410369
Ubl3	Activity_Lost	-0.095649	0.410369
Ubl3	Stable	-0.095649	0.410369
Ubl3	Activity_Lost	-0.095649	0.410369
Ubl3	Stable	-0.095649	0.410369
Ubl5	Stable	0.326369	0.10504
Ubl7	Stable	0.072171	0.727242
Ublcp1	Stable	-0.005717	0.986038
Ublcp1	Stable	-0.005717	0.986038
Ublcp1	Stable	-0.005717	0.986038
Ubn2	Activity_Gain	0.044005	0.81962
Ubn2	Stable	0.044005	0.81962
Ubqln1	Stable	0.023616	0.907062
Ubqln1	Activity_Lost	0.023616	0.907062
Ubqln2	Stable	0.236986	0.120425
Ubr1	Stable	0.012455	0.943211
Ubr1	Activity_Lost	0.012455	0.943211
Ubr5	Stable	0.138459	0.158556
Ubr5	Stable	0.138459	0.158556
Ubr5	Stable	0.138459	0.158556
Ubtd2	Stable	-0.117819	0.572293
Ubtd2	Stable	-0.117819	0.572293
Ubtd2	Stable	-0.117819	0.572293
Ubxn2a	Stable	0.069838	0.833296
Ubxn2a	Stable	0.069838	0.833296
Ubxn2a	Stable	0.069838	0.833296
Ubxn2a	Stable	0.069838	0.833296
Ubxn2a	Stable	0.069838	0.833296
Ubxn2a	Stable	0.069838	0.833296
Ubxn2b	Stable	-0.314011	0.031175
Ubxn2b	Stable	-0.314011	0.031175
Ubxn2b	Stable	-0.314011	0.031175
Ubxn2b	Stable	-0.314011	0.031175
Ubxn2b	Activity_Lost	-0.314011	0.031175
Ubxn6	Stable	0.08696	0.773289
Ubxn6	Stable	0.08696	0.773289
Ubxn6	Stable	0.08696	0.773289
Ubxn6	Stable	0.08696	0.773289
Ubxn8	Stable	0.087977	0.773064
Ubxn8	Stable	0.087977	0.773064
Ubxn8	Stable	0.087977	0.773064
Uchl1	Stable	0.079347	0.818866
Uchl1	Stable	0.079347	0.818866
Uchl1	Stable	0.079347	0.818866
Uchl1	Stable	0.079347	0.818866
Uchl1	Stable	0.079347	0.818866
Uchl3	K119ub_Only	-0.429027	0.008198
Uchl3	Stable	-0.429027	0.008198
Uckl1	Stable	0.24331	0.323289
Uckl1	Stable	0.24331	0.323289
Uckl1	Stable	0.24331	0.323289
Uckl1	Stable	0.24331	0.323289
Ufc1	Stable	0.108361	0.77594
Ufc1	Stable	0.108361	0.77594
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufd1	Stable	0.151413	0.201394
Ufl1	Stable	-0.106913	0.651348
Ufl1	Stable	-0.106913	0.651348
Ufm1	Stable	0.08588	0.682526
Ufm1	Stable	0.08588	0.682526
Ufm1	Stable	0.08588	0.682526
Ufm1	Stable	0.08588	0.682526
Ufsp1	Stable	-0.029024	0.978278
Ugcg	Stable	0.082569	0.50392
Ugcg	Stable	0.082569	0.50392
Ugcg	Stable	0.082569	0.50392
Ugcg	Stable	0.082569	0.50392
Ugdh	Stable	-0.0363	0.931005
Ugdh	Stable	-0.0363	0.931005
Ugdh	Stable	-0.0363	0.931005
Ugdh	Stable	-0.0363	0.931005
Uggt1	Stable	0.030765	0.869552
Uggt1	Stable	0.030765	0.869552
Uhmk1	Stable	0.000895	0.997619
Uhrf2	Stable	0.036657	0.844776
Uhrf2	K119ub_Only	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	K119ub_Only	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	K119ub_Only	0.036657	0.844776
Uhrf2	Activity_Lost	0.036657	0.844776
Uhrf2	K119ub_Only	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	K119ub_Only	0.036657	0.844776
Uhrf2	Activity_Lost	0.036657	0.844776
Uhrf2	Activity_Lost	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Activity_Lost	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Stable	0.036657	0.844776
Uhrf2	Activity_Lost	0.036657	0.844776
Ulk1	Stable	-0.161993	0.419728
Ulk4	Stable	0.299076	0.051708
Ulk4	Stable	0.299076	0.051708
Umps	Stable	-0.68086	2e-06
Umps	Stable	-0.68086	2e-06
Unc119	Stable	0.073986	0.941939
Unc13a	Stable	0.045738	0.912615
Unc13a	Stable	0.045738	0.912615
Unc13a	Stable	0.045738	0.912615
Unc13a	Stable	0.045738	0.912615
Unc13a	Stable	0.045738	0.912615
Unc13b	Activity_Gain	-0.528	0.012534
Unc13b	Stable	-0.528	0.012534
Unc13b	Stable	-0.528	0.012534
Unc13c	Stable	0.056634	0.85819
