target_gene	log2FC	padj	is_de
Casp3	-0.000231	0.999351	FALSE
Primpol	-0.182753	0.570303	FALSE
Enpp6	-0.176334	0.600549	FALSE
Irf2	0.0195	0.952237	FALSE
Aga	-0.061614	0.947054	FALSE
C130073E24Rik	1.25	0.001404	TRUE
Vegfc	-0.969088	9.5e-05	TRUE
Shcbp1	-0.168055	0.935563	FALSE
Asb5	-0.115849	0.803989	FALSE
Cep44	0.040046	0.911406	FALSE
Fbxo8	-0.012321	0.97303	FALSE
Glra3	-0.372128	0.772425	FALSE
Gpm6a	0.180659	0.540711	FALSE
Spcs3	0.010383	0.980617	FALSE
Scrg1	0.231858	0.605638	FALSE
Galnt7	-0.695548	0	TRUE
Sh3rf1	0.694312	0	TRUE
Spock3	-0.30783	0.191304	FALSE
Cpe	0.176951	0.25414	FALSE
Klhl2	-0.042578	0.812843	FALSE
Mfap3l	-0.061427	0.773815	FALSE
Msmo1	-0.173286	0.572925	FALSE
Palld	0.690218	0	TRUE
Sgo2b	0.428487	0.816202	FALSE
Tll1	-0.31826	0.183556	FALSE
Tmem192	0.143767	0.618025	FALSE
Trim75	-1.307071	0.4402	FALSE
Nat2	-0.618856	0.516676	FALSE
1700030K09Rik	-0.27058	0.353861	FALSE
Calr3	-0.029829	0.983483	FALSE
Cherp	0.041923	0.887811	FALSE
Eps15l1	0.050692	0.742693	FALSE
Med26	-0.084449	0.630218	FALSE
Nwd1	-0.039747	0.859336	FALSE
Sin3b	0.187927	0.222223	FALSE
Slc35e1	0.129416	0.476578	FALSE
Smim7	0.177948	0.587396	FALSE
Tmem38a	-0.057435	0.820418	FALSE
Mmaa	0.054721	0.78078	FALSE
Smad1	0.337959	0.000221	FALSE
Zfp827	0.076789	0.62937	FALSE
Clgn	0.318407	0.273434	FALSE
Elmod2	-0.100227	0.674142	FALSE
Rnf150	0.08564	0.774311	FALSE
Tbc1d9	-0.076027	0.327817	FALSE
Ucp1	-0.463602	0.725359	FALSE
Itfg1	-0.026366	0.898432	FALSE
Phkb	-0.202499	0.129391	FALSE
Abcc12	0.247784	0.145527	FALSE
Neto2	-0.239939	0.04595	FALSE
Lonp2	0.045491	0.722504	FALSE
Adgrg3	1.595415	0.306863	FALSE
Amfr	-0.157934	0.098662	FALSE
Bbs2	-0.014089	0.970562	FALSE
Ces5a	1.550442	1.4e-05	TRUE
Cpne2	0.066825	0.863032	FALSE
Gnao1	0.115192	0.386351	FALSE
Irx3	0.018738	0.988557	FALSE
Lpcat2	0.304147	0.203731	FALSE
Mmp2	0.442202	0.759385	FALSE
Mt1	0.203503	0.478606	FALSE
Mt2	0.251481	0.532659	FALSE
Mt3	-0.120429	0.633897	FALSE
Nudt21	0.080073	0.719529	FALSE
Nup93	0.014541	0.960978	FALSE
Ogfod1	-0.268089	0.005662	FALSE
Sall1	-0.097161	0.844819	FALSE
Slc12a3	-0.190651	0.875679	FALSE
Tox3	0.57469	0.415945	FALSE
Bfsp2	0.733026	0.391497	FALSE
Tmem108	0.33052	0.011833	FALSE
Cntn5	-1.047053	0.003524	TRUE
Trpc6	-0.016934	0.98182	FALSE
4930520O04Rik	-0.68016	0.711322	FALSE
Cnot10	0.092483	0.466936	FALSE
Crtap	0.230579	0.790483	FALSE
Dync1li1	-0.135981	0.384962	FALSE
Gpd1l	0.075293	0.745978	FALSE
Osbpl10	-0.057656	0.863905	FALSE
Gask1a	-0.227477	0.611151	FALSE
Snrk	-0.068055	0.564397	FALSE
Amotl1	0.390025	0.002235	FALSE
Arhgap42	-0.000686	0.998749	FALSE
Ccdc82	-0.189587	0.180078	FALSE
Gm16302	0.713107	0.325217	FALSE
Gpr83	-0.977023	0.478411	FALSE
Jrkl	-0.213127	0.566288	FALSE
Maml2	0.093645	0.701909	FALSE
Mtmr2	0.031775	0.834194	FALSE
Pgr	0.81924	0	TRUE
Tpm1	-0.045141	0.801228	FALSE
Adam10	0.024294	0.923293	FALSE
Aqp9	0.297373	0.725627	FALSE
Ccnb2	0.119654	0.835816	FALSE
Mindy2	0.016143	0.930185	FALSE
Sltm	-0.077698	0.725359	FALSE
Aldh1a2	0.023163	0.979853	FALSE
4933433G15Rik	-0.336894	0.487473	FALSE
Bcl2l10	-0.062344	0.967014	FALSE
Fam83b	0.205655	0.917702	FALSE
Gnb5	0.055593	0.767542	FALSE
Leo1	-0.044063	0.89448	FALSE
Mapk6	-0.22609	0.004727	FALSE
Myo5c	-0.493162	0.025249	FALSE
Tmod3	0.258439	0.014824	FALSE
4930433N12Rik	0.013173	0.995058	FALSE
Birc2	0.061472	0.768051	FALSE
Birc3	0.305129	0.666308	FALSE
Yap1	0.147173	0.515724	FALSE
Sh3bgrl2	-0.896	0	TRUE
Ripply2	-0.51528	0.035346	TRUE
Ctsh	0.022344	0.980778	FALSE
Gm28703	-4.178071	0	TRUE
Gm29478	-0.532499	0.017005	TRUE
Gm31409	-1.075936	0	TRUE
Plod2	-0.350111	0.038191	FALSE
Plscr1	-0.315439	0.346983	FALSE
Plscr4	-0.096844	0.779317	FALSE
Tbc1d2b	-0.301916	0.001469	FALSE
Zic1	-0.427218	1.6e-05	FALSE
Zic4	-0.663368	4e-06	TRUE
Plscr2	0.681939	0.143903	FALSE
Minar1	-0.056705	0.914124	FALSE
Morf4l1	0.056921	0.837366	FALSE
Rasgrf1	-0.39829	0.004408	FALSE
Chst2	0.154208	0.829664	FALSE
Dipk2a	-0.300667	0.003634	FALSE
Pls1	-0.356815	0.031452	FALSE
Slc9a9	-1.203441	0	TRUE
Rasa2	-0.2449	0.060104	FALSE
Zbtb38	-0.222782	0.103431	FALSE
B630019K06Rik	-0.002147	0.998068	FALSE
Bcor	-0.145778	0.227798	FALSE
Dynlt3	-0.011184	0.979795	FALSE
Lancl3	-1.295895	0	TRUE
Mid1ip1	-0.093871	0.838129	FALSE
Rpgr	-0.05159	0.865141	FALSE
Srpx	0.44577	0.862549	FALSE
Tspan7	0.042328	0.856885	FALSE
Ddx3x	0.081051	0.818398	FALSE
Tceal8	0.098832	0.812046	FALSE
Frmpd3	0.171019	0.471904	FALSE
Gm15046	-0.204343	0.74169	FALSE
Nup62cl	-0.602198	0.643815	FALSE
Prps1	-0.24951	0.257631	FALSE
Rtl9	-0.236151	0.829197	FALSE
Tsc22d3	0.121315	0.662433	FALSE
Rtl4	0.461203	0.042464	FALSE
Trpc5	0.066061	0.856885	FALSE
Eif1ax	0.194208	0.519317	FALSE
Gm15155	-0.072527	0.869073	FALSE
Prdx4	-0.005748	0.99269	FALSE
Ptchd1	0.244229	0.416331	FALSE
Cnksr2	-0.206249	0.476578	FALSE
Klhl34	0.077893	0.844663	FALSE
Rai2	-0.03042	0.947406	FALSE
Smpx	0.089607	0.906634	FALSE
Mbtps2	-0.415943	4.7e-05	FALSE
Rps6ka3	-0.788932	1e-06	TRUE
Sms	-0.363603	7e-05	FALSE
Gemin8	-0.61607	0.002981	TRUE
Gpm6b	-0.157684	0.179734	FALSE
Mid1	-0.950586	0	TRUE
Tlr7	0.019267	0.989878	FALSE
Tmsb4x	0.196937	0.474778	FALSE
Maob	0.142337	0.711211	FALSE
Gm26652	-0.939705	0	TRUE
Mbnl3	-0.341212	0.827803	FALSE
Rap2c	-0.077065	0.804392	FALSE
Usp26	0.452022	0.810554	FALSE
Gpc3	1.013886	0.036042	TRUE
Gpc4	0.188167	0.815884	FALSE
Hs6st2	0.060464	0.887243	FALSE
Igsf1	0.552832	0.541674	FALSE
Cdr1os	-0.04973	0.960996	FALSE
Fgf13	0.207484	0.441584	FALSE
Ldoc1	-2.490183	0	TRUE
Slitrk2	-0.814635	0	TRUE
Slitrk4	-0.094518	0.853377	FALSE
Aff2	-0.257047	0.45489	FALSE
Fmr1	-0.048518	0.82513	FALSE
Hmgb3	0.080865	0.918317	FALSE
Ids	0.161577	0.203976	FALSE
Mamld1	-0.113919	0.432197	FALSE
Mtmr1	0.020194	0.941534	FALSE
Prrg3	0.687538	0	TRUE
Tmem185a	-0.076149	0.732135	FALSE
