gene	n_enhancer_contacts	n_classes	classes	n_differential	median_logFC	mean_logFC	n_in_abc	mean_delta_abc
Chrdl2	1	1	Stable	0	0.0420922537214968	0.0420922537214968	0	NA
Chrm4	1	1	Stable	0	0.118581824474033	0.118581824474033	0	NA
Chrna3	1	1	Stable	0	-0.0507626214995704	-0.0507626214995704	0	NA
Chst14	1	1	Stable	0	0.133895772351346	0.133895772351346	0	NA
Cited1	1	1	Stable	0	0.176203863060306	0.176203863060306	1	0.000417
Ciz1	1	1	Stable	0	0.0634179542688765	0.0634179542688765	0	NA
Clasp1	1	1	Stable	0	-0.0940702231847255	-0.0940702231847255	1	-0.023451
Cldn23	1	1	Stable	1	0.278387137865589	0.278387137865589	0	NA
Clec4f	1	1	Stable	1	-0.187889304068957	-0.187889304068957	0	NA
Clip2	1	1	Stable	0	0.0493460078055408	0.0493460078055408	1	0.001512
Clk1	1	1	Stable	1	-0.213305566845178	-0.213305566845178	0	NA
Cln3	1	1	Stable	0	0.118081330803713	0.118081330803713	1	0.024897
Cnih1	1	1	K119ub_Only	0	-0.00270429864005358	-0.00270429864005358	1	-0.020955
Cnot9	1	1	Stable	0	0.0543351357402685	0.0543351357402685	1	0.008839
Cnrip1	1	1	Stable	0	-0.0788497201606417	-0.0788497201606417	1	-0.001255
Cntn5	1	1	K119ub_Only	0	-0.109638473934619	-0.109638473934619	1	-0.037509
Cog3	1	1	Stable	0	-0.0745563701517898	-0.0745563701517898	0	NA
Cog8	1	1	Stable	0	-0.230745247521358	-0.230745247521358	1	0.024994
Col14a1	1	1	Stable	0	0.0472301358824736	0.0472301358824736	0	NA
Col19a1	1	1	Activity_Lost	0	-0.0802686435210622	-0.0802686435210622	1	-0.007039
Col5a1	1	1	Stable	1	0.181200866455272	0.181200866455272	0	NA
Col6a1	1	1	Stable	1	0.283890068424306	0.283890068424306	1	0.003854
Commd3	1	1	Stable	0	-0.165532742937209	-0.165532742937209	1	-0.000849
Commd8	1	1	Stable	0	-0.00377274260248929	-0.00377274260248929	0	NA
Copa	1	1	Stable	0	-0.165005577201134	-0.165005577201134	0	NA
Coprs	1	1	Stable	0	0.0620912320521137	0.0620912320521137	1	0.003809
Cops4	1	1	Stable	0	-0.0549302894337319	-0.0549302894337319	1	-0.000939
Coq2	1	1	Stable	1	0.278167614244506	0.278167614244506	1	0.026773
Cox16	1	1	Stable	0	0.0903632686465046	0.0903632686465046	0	NA
Cox7a2l	1	1	Stable	0	-0.098349770291546	-0.098349770291546	0	NA
Cpd	1	1	Stable	0	-0.0040965672278676	-0.0040965672278676	0	NA
Cplane1	1	1	Stable	0	0.0125043524086159	0.0125043524086159	1	0.005007
Cplx4	1	1	K119ub_Only	0	0.12435078423748	0.12435078423748	0	NA
Cpne1	1	1	Stable	0	0.0034075066049485	0.0034075066049485	1	-0.035235
Cpox	1	1	Stable	0	-0.0568524609706891	-0.0568524609706891	1	-0.032132
Cpt1a	1	1	Activity_Gain	0	0.101463283582784	0.101463283582784	1	0.020835
Cpt1b	1	1	Stable	0	-0.053152063808124	-0.053152063808124	0	NA
Crat	1	1	Stable	0	0.0500258779949106	0.0500258779949106	1	-0.004877
Crebbp	1	1	Stable	0	-0.0831896538238297	-0.0831896538238297	1	0.00779
Crk	1	1	Stable	0	-0.0273913698439672	-0.0273913698439672	1	0.011584
Crmp1	1	1	Activity_Gain	0	0.0984848263975792	0.0984848263975792	0	NA
Crocc2	1	1	Stable	0	0.13623324963597	0.13623324963597	0	NA
Crtc2	1	1	Stable	0	-0.0175512507716807	-0.0175512507716807	0	NA
Cry1	1	1	Stable	0	0.0292101595170423	0.0292101595170423	0	NA
Crybg3	1	1	Stable	0	-0.0935868549979623	-0.0935868549979623	1	-0.036417
Cryl1	1	1	Stable	1	-0.250722536130169	-0.250722536130169	0	NA
Cs	1	1	Stable	0	0.0493549938944483	0.0493549938944483	1	0.004307
Csdc2	1	1	Stable	0	0.11871250608131	0.11871250608131	0	NA
Csde1	1	1	Stable	1	0.255162840719194	0.255162840719194	1	0.010548
Csnk2a1	1	1	Stable	0	-0.169571614395345	-0.169571614395345	1	-0.016411
Csrp1	1	1	Stable	1	0.330899927210844	0.330899927210844	0	NA
Ctif	1	1	Stable	0	0.0156881358018548	0.0156881358018548	1	-0.005484
Ctnna2	1	1	Stable	0	0.0116863188431168	0.0116863188431168	0	NA
Ctps2	1	1	Stable	0	0.0989161402254533	0.0989161402254533	0	NA
Cttnbp2	1	1	Stable	1	0.296022059924602	0.296022059924602	0	NA
Cxadr	1	1	Stable	0	0.059043790543345	0.059043790543345	0	NA
Cxcl14	1	1	Stable	1	0.220372297977337	0.220372297977337	1	0.005445
Cyfip2	1	1	Stable	0	-0.121542802868152	-0.121542802868152	0	NA
Cyhr1	1	1	Stable	0	0.0598588999810707	0.0598588999810707	1	5e-06
Cyp4x1	1	1	Stable	0	0.110517991658197	0.110517991658197	1	0.011928
D14Ertd670e	1	1	Stable	0	0.0218441338552232	0.0218441338552232	0	NA
D5Ertd579e	1	1	Activity_Lost	0	0.054886833336856	0.054886833336856	1	-0.009457
Dbr1	1	1	Stable	1	-0.175629333195446	-0.175629333195446	0	NA
Dcaf17	1	1	Stable	0	-0.289561866235061	-0.289561866235061	1	-0.012204
Dck	1	1	Stable	0	-0.135024558211805	-0.135024558211805	1	-0.00373
Dcst2	1	1	Stable	0	0.148825581433025	0.148825581433025	0	NA
Dctn6	1	1	Stable	0	-8.72385820008962e-05	-8.72385820008962e-05	1	-0.009652
Dcun1d1	1	1	K119ub_Only	0	-0.147969091659603	-0.147969091659603	0	NA
Ddb1	1	1	Stable	0	-0.0225335434916162	-0.0225335434916162	1	-0.003109
Ddr1	1	1	Stable	0	0.0587700314202261	0.0587700314202261	1	0.00758
Ddx1	1	1	Stable	0	-0.00612028749843547	-0.00612028749843547	1	-0.002759
Ddx28	1	1	Stable	0	0.0622913493653747	0.0622913493653747	1	0.00924
Ddx3x	1	1	Stable	0	0.2732110527926	0.2732110527926	1	-0.014568
Dennd11	1	1	Stable	0	0.000468209475373127	0.000468209475373127	1	-0.002838
Dennd4c	1	1	Stable	0	-0.0843746164952354	-0.0843746164952354	1	-0.016571
Dennd6a	1	1	Stable	0	0.0995592152584188	0.0995592152584188	0	NA
Depp1	1	1	Stable	0	-0.0984376641696427	-0.0984376641696427	1	-0.006879
Deptor	1	1	Stable	0	0.095632475288348	0.095632475288348	0	NA
Dffb	1	1	Stable	0	0.198525544394127	0.198525544394127	1	-0.002322
Dhps	1	1	Stable	0	0.0261048218608919	0.0261048218608919	1	0.010019
Dhx35	1	1	Stable	0	0.0282746136565147	0.0282746136565147	0	NA
Dhx9	1	1	Stable	1	0.390988593964702	0.390988593964702	0	NA
Dlg1	1	1	Activity_Lost	0	-0.151861250231283	-0.151861250231283	1	-0.020091
Dlg5	1	1	Stable	1	0.154225918791744	0.154225918791744	1	0.008875
Dlx4	1	1	Stable	0	-0.102672537235618	-0.102672537235618	0	NA
Dmac2l	1	1	Stable	0	-0.0271677751647693	-0.0271677751647693	1	0.024177
Dmxl1	1	1	Stable	0	0.252049668674228	0.252049668674228	1	0.056279
Dnah11	1	1	Stable	1	-0.279359158762096	-0.279359158762096	1	-0.011879
Dnaja1	1	1	Stable	0	-0.0508196112052578	-0.0508196112052578	1	-0.006003
Dnajb14	1	1	Stable	0	-0.122233189853065	-0.122233189853065	1	-0.001039
Dnajc21	1	1	K119ub_Only	0	-0.130018275315109	-0.130018275315109	0	NA
Dnajc22	1	1	Stable	0	0.0724462495389193	0.0724462495389193	0	NA
Dnajc3	1	1	Stable	0	0.0142946514864253	0.0142946514864253	1	-0.010918
Dnm2	1	1	Stable	0	0.0167218770126637	0.0167218770126637	0	NA
Dnm3	1	1	Stable	0	-0.0244564540681092	-0.0244564540681092	1	-0.01507
Dnmt3a	1	1	Stable	0	-0.0814920420192988	-0.0814920420192988	1	-0.002602
Dnmt3b	1	1	Stable	0	0.0912254109323874	0.0912254109323874	0	NA
Dram1	1	1	Stable	0	0.0736554063023664	0.0736554063023664	1	0.001038
Drd2	1	1	Stable	0	-0.0944002355033985	-0.0944002355033985	0	NA
Drg1	1	1	Stable	0	0.0225945002130099	0.0225945002130099	0	NA
Drosha	1	1	Stable	0	-0.0900495674846099	-0.0900495674846099	0	NA
Dscaml1	1	1	Activity_Lost	0	-0.153693584467005	-0.153693584467005	1	-0.029043
Dstn	1	1	Stable	0	-0.117299288613335	-0.117299288613335	1	0.00955
Dync2h1	1	1	Stable	1	-0.222370051658853	-0.222370051658853	1	-0.042034
Dynlrb1	1	1	Stable	0	0.0600012095711293	0.0600012095711293	1	0.019511
E4f1	1	1	Stable	0	0.0959001032784779	0.0959001032784779	0	NA
Ebf3	1	1	Stable	1	0.532526329646527	0.532526329646527	0	NA
Ebp	1	1	Stable	0	0.0770734492679955	0.0770734492679955	1	0.001497
Ecd	1	1	Stable	0	-0.0704531013424883	-0.0704531013424883	1	-0.019958
Eda	1	1	Stable	1	0.204821727516329	0.204821727516329	1	0.020454
Edar	1	1	Activity_Lost	0	0.00838048751632864	0.00838048751632864	0	NA
Edem1	1	1	Stable	0	-0.0504190138294457	-0.0504190138294457	1	0.013007
Edn1	1	1	Stable	0	-0.049039338494903	-0.049039338494903	0	NA
Edn3	1	1	Stable	0	0.0392142323807223	0.0392142323807223	1	-0.00716
Eef1aknmt	1	1	Stable	0	-0.0244564540681092	-0.0244564540681092	1	-0.011627
Eef1d	1	1	Stable	0	0.058966838721221	0.058966838721221	0	NA
Efna1	1	1	Stable	0	0.0398869146320505	0.0398869146320505	1	0.031165
Efna3	1	1	Stable	0	0.164780366852828	0.164780366852828	0	NA
Efna4	1	1	Stable	1	0.151960087790658	0.151960087790658	0	NA
Efna5	1	1	Stable	0	0.019853154688978	0.019853154688978	1	-0.043985
Efs	1	1	Stable	0	0.0118475669250461	0.0118475669250461	0	NA
Eif2ak4	1	1	Activity_Lost	1	-0.266219573059582	-0.266219573059582	1	-0.015982
Eif3a	1	1	Stable	0	-0.13134303936387	-0.13134303936387	0	NA
Eif3e	1	1	Stable	0	-0.0432846260722907	-0.0432846260722907	1	0.008172
Eif4g3	1	1	Stable	0	0.0734057348264389	0.0734057348264389	1	0.006406
Elfn1	1	1	Activity_Gain	1	0.320395121182428	0.320395121182428	1	0.013031
Elmod3	1	1	Stable	0	-0.103462248362033	-0.103462248362033	1	-0.008628
Elovl4	1	1	K119ub_Only	0	0.0831807668295794	0.0831807668295794	1	0.018079
Elp1	1	1	Stable	1	0.244341806575882	0.244341806575882	1	0.012322
Elp2	1	1	Stable	0	0.100724203135169	0.100724203135169	1	0.01544
Emid1	1	1	Stable	0	0.0916505957692756	0.0916505957692756	0	NA
En1	1	1	Stable	0	0.0752635034905987	0.0752635034905987	1	-0.026303
Enkur	1	1	Stable	0	-0.0533663372610156	-0.0533663372610156	0	NA
Enpp5	1	1	Stable	0	0.0409888466244709	0.0409888466244709	1	-0.009546
Ep300	1	1	Stable	0	0.072788895072492	0.072788895072492	1	-0.00352
Epb41l1	1	1	Stable	0	0.0997713244445121	0.0997713244445121	0	NA
Epha1	1	1	Stable	0	-0.113510554274903	-0.113510554274903	0	NA
Erlec1	1	1	Stable	0	-0.109397290442143	-0.109397290442143	1	0.013232
Erp44	1	1	Activity_Gain	0	0.155299452978631	0.155299452978631	1	0.005165
Esf1	1	1	Stable	0	-0.0500613905191451	-0.0500613905191451	1	0.017871
Esrrb	1	1	Stable	0	0.0648625201194793	0.0648625201194793	0	NA
Ess2	1	1	Stable	0	-0.0114993087645294	-0.0114993087645294	0	NA
Etv3	1	1	Stable	1	0.36175722599601	0.36175722599601	0	NA
ETV3L	1	1	Stable	0	0.0923690909400693	0.0923690909400693	0	NA
Evpl	1	1	Stable	0	-0.0425125966687179	-0.0425125966687179	0	NA
Ewsr1	1	1	Stable	0	-0.038377887081008	-0.038377887081008	0	NA
Exoc3	1	1	Stable	0	-0.106337929972389	-0.106337929972389	0	NA
Exoc3l	1	1	Stable	1	-0.163770446868439	-0.163770446868439	1	0.001531
Exosc1	1	1	Stable	0	-0.0200056505694816	-0.0200056505694816	0	NA
F3	1	1	Stable	1	0.302454538650806	0.302454538650806	0	NA
F730035M05Rik	1	1	Stable	0	0.0184918894212252	0.0184918894212252	0	NA
F8a	1	1	Stable	0	-0.0554901427446786	-0.0554901427446786	1	0.004698
Fah	1	1	Stable	1	-0.295838083507708	-0.295838083507708	1	-0.010494
Fam102a	1	1	Stable	0	0.121416474328449	0.121416474328449	0	NA
Fam110a	1	1	Stable	0	0.0328881068505578	0.0328881068505578	0	NA
Fam118b	1	1	Stable	0	-0.192580382580316	-0.192580382580316	1	0.014903
Fam120a	1	1	Stable	0	-0.0838221303296331	-0.0838221303296331	1	-0.018327
Fam126b	1	1	Stable	0	-0.0314097023737577	-0.0314097023737577	1	0.007334
Fam131a	1	1	Stable	0	0.0199636515540545	0.0199636515540545	1	-0.000791
Fam131b	1	1	Stable	0	-0.181842676147554	-0.181842676147554	0	NA
Fam133b	1	1	Stable	1	0.777244313999697	0.777244313999697	0	NA
Fam161a	1	1	Stable	1	-0.183126986046377	-0.183126986046377	1	-0.032874
Fam171a1	1	1	Stable	1	0.255200569961241	0.255200569961241	0	NA
Fam184b	1	1	Stable	0	-0.0193980640699076	-0.0193980640699076	0	NA
Fam189a2	1	1	Stable	0	-0.130283400534855	-0.130283400534855	0	NA
Fam189b	1	1	Stable	0	0.0869948396883748	0.0869948396883748	0	NA
Fam20b	1	1	Stable	0	-0.0375440898919687	-0.0375440898919687	1	-0.004957
Fam57b	1	1	Stable	0	-0.123947912000203	-0.123947912000203	0	NA
Fam92a	1	1	Stable	1	-0.178205693988304	-0.178205693988304	1	-0.004977
Fancb	1	1	Stable	0	-0.166380153659196	-0.166380153659196	0	NA
Fank1	1	1	Stable	0	-0.11724558453528	-0.11724558453528	1	0.001929
Fastkd1	1	1	Stable	0	-0.0154094734537792	-0.0154094734537792	1	-0.004231
Fbln2	1	1	Stable	0	0.116542173757691	0.116542173757691	0	NA
Fbrs	1	1	Activity_Lost	0	-0.0681926027673951	-0.0681926027673951	0	NA
Fbxl17	1	1	Activity_Lost	0	-0.44766283628256	-0.44766283628256	1	-0.012829
Fbxl20	1	1	Stable	0	-0.0425575380547686	-0.0425575380547686	0	NA
Fbxo22	1	1	Stable	0	-0.035592490495015	-0.035592490495015	0	NA
Fbxo31	1	1	Stable	0	-0.0591589949972257	-0.0591589949972257	0	NA
Fbxo41	1	1	Stable	0	0.0782040686889468	0.0782040686889468	1	0.019291
Fbxo42	1	1	Stable	0	0.107355261427002	0.107355261427002	0	NA
Fbxw11	1	1	Stable	0	0.0352967449285721	0.0352967449285721	0	NA
Fbxw7	1	1	Stable	1	0.297831175862684	0.297831175862684	0	NA
Fermt2	1	1	Stable	0	0.0421083197029564	0.0421083197029564	0	NA
Fezf1	1	1	Stable	1	-0.765491716848208	-0.765491716848208	0	NA
Fgd1	1	1	Stable	0	0.104118252372905	0.104118252372905	1	0.005841
Fgf12	1	1	Stable	0	-0.0397598446368875	-0.0397598446368875	0	NA
Fgf17	1	1	Stable	0	-0.0970557148778757	-0.0970557148778757	1	-0.002623
Fgf5	1	1	Stable	0	0.0859059524149808	0.0859059524149808	1	-0.008104
Fgfr3	1	1	Stable	1	0.146668399128181	0.146668399128181	0	NA
Fitm2	1	1	Stable	0	0.0372296878020518	0.0372296878020518	1	-0.001256
Fkbp11	1	1	Stable	1	0.163019117615875	0.163019117615875	0	NA
Fkbp15	1	1	Stable	0	-0.107940077363874	-0.107940077363874	1	0.00687
Fkbp1b	1	1	Stable	0	-0.0459890762471753	-0.0459890762471753	1	0.01235
Fkrp	1	1	Stable	0	-0.178001255048662	-0.178001255048662	0	NA
Flrt2	1	1	Stable	0	0.129827680649039	0.129827680649039	0	NA
Fmn1	1	1	Stable	0	-0.202551993278431	-0.202551993278431	1	-0.01145
Fn3k	1	1	Stable	0	-0.153895277732933	-0.153895277732933	1	0.004742
Fnip2	1	1	Stable	0	-0.107105011937759	-0.107105011937759	1	-0.027966
Foxa1	1	1	Stable	0	-0.208496259134891	-0.208496259134891	0	NA
Foxc1	1	1	Stable	0	0.0490771058876224	0.0490771058876224	0	NA
Foxj2	1	1	Stable	0	-0.0988318518768556	-0.0988318518768556	1	0.010119
Foxred1	1	1	K119ub_Only	0	-0.192580382580316	-0.192580382580316	1	0.001097
Frem1	1	1	K119ub_Only	0	-0.127517501060215	-0.127517501060215	1	-0.032047
Fsd1l	1	1	Stable	0	-0.110889663933707	-0.110889663933707	1	0.009927
Fst	1	1	Stable	0	-0.0633454988056981	-0.0633454988056981	1	0.008532
Fut7	1	1	Stable	0	-0.0515924055938428	-0.0515924055938428	1	0.000692
Fzd4	1	1	K119ub_Only	0	-0.0882290901886782	-0.0882290901886782	1	0.019763
G730013B05Rik	1	1	Stable	0	-0.0574753197533609	-0.0574753197533609	0	NA
Gabra5	1	1	Stable	0	-0.0485682932569542	-0.0485682932569542	1	0.011233
Gabrd	1	1	Stable	0	0.00214979113260632	0.00214979113260632	1	0.007359
Galnt10	1	1	Stable	0	0.0951383267181758	0.0951383267181758	0	NA
Galnt16	1	1	Stable	0	-0.061450660548959	-0.061450660548959	1	-0.010821
Galr1	1	1	Stable	0	0.132062315327061	0.132062315327061	1	0.004191
Gas5	1	1	Stable	1	-0.439195163964159	-0.439195163964159	1	-0.011976
Gas6	1	1	Activity_Lost	0	-0.0226243163799584	-0.0226243163799584	1	-0.061217
Gata6	1	1	Activity_Gain	1	-1.13832226024143	-1.13832226024143	0	NA
Gatad2b	1	1	Stable	0	-0.0467440635986333	-0.0467440635986333	1	-0.000658
Gbp3	1	1	Stable	0	0.0759325528443867	0.0759325528443867	1	0.06312
Gbx1	1	1	Stable	0	-0.0647684534716193	-0.0647684534716193	0	NA
Gcc2	1	1	Stable	0	0.002610316397418	0.002610316397418	1	0.027259
Gcsh	1	1	Stable	0	0.0580668396739336	0.0580668396739336	1	0.015352
Gfi1b	1	1	Stable	0	0.150848314034409	0.150848314034409	0	NA
Gfm1	1	1	Stable	0	0.0473850168485326	0.0473850168485326	1	-0.001951
Gfra2	1	1	Stable	1	0.383561989024986	0.383561989024986	1	0.012369
Gfra3	1	1	Stable	1	0.176578271449047	0.176578271449047	0	NA
Ggn	1	1	Stable	0	0.0396583962559605	0.0396583962559605	1	-0.001604
Gigyf2	1	1	Stable	0	0.110431134689858	0.110431134689858	1	-0.002564
Gja10	1	1	K119ub_Only	0	-0.16050524573259	-0.16050524573259	0	NA
Gja8	1	1	Stable	0	-0.0628003050392976	-0.0628003050392976	0	NA
Gjb2	1	1	Stable	1	0.267401635756305	0.267401635756305	0	NA
Glb1l	1	1	Stable	0	0.0742280116463488	0.0742280116463488	1	0.004934
Gli2	1	1	Activity_Gain	1	0.4170040354981	0.4170040354981	0	NA
Gls2	1	1	Stable	0	-0.00787775903283968	-0.00787775903283968	0	NA
Gm10373	1	1	Stable	1	-0.495434607964425	-0.495434607964425	0	NA
Gm10421	1	1	Stable	0	0.0143614082342115	0.0143614082342115	0	NA
Gm10445	1	1	Stable	1	0.245587106088636	0.245587106088636	0	NA
Gm10778	1	1	Stable	1	-0.191411918086221	-0.191411918086221	1	-0.004809
Gm10804	1	1	Stable	0	-0.111723799767006	-0.111723799767006	0	NA
Gm11532	1	1	Stable	0	-0.161426413659842	-0.161426413659842	0	NA
Gm11691	1	1	Stable	0	-0.0597795775580224	-0.0597795775580224	1	-0.00959
Gm12688	1	1	Stable	0	-0.230612694378939	-0.230612694378939	0	NA
Gm12695	1	1	Stable	0	0.113803433498002	0.113803433498002	0	NA
Gm12862	1	1	Stable	1	0.122357812888966	0.122357812888966	0	NA
Gm13187	1	1	Stable	1	0.172310746311476	0.172310746311476	0	NA
Gm13431	1	1	Activity_Lost	0	-0.171901445744598	-0.171901445744598	0	NA
Gm13572	1	1	Stable	0	0.0162157521119542	0.0162157521119542	1	0.020939
Gm13630	1	1	Stable	0	0.0639661065836171	0.0639661065836171	1	-0.049963
Gm14174	1	1	Activity_Gain	0	0.170076093978209	0.170076093978209	1	0.011732
Gm14634	1	1	Activity_Lost	0	0.084951540700022	0.084951540700022	1	-0.009937
Gm15328	1	1	Stable	0	0.0588615525657922	0.0588615525657922	0	NA
Gm15631	1	1	Stable	1	-0.215717175807966	-0.215717175807966	0	NA
Gm15889	1	1	Stable	0	-0.0880575373930682	-0.0880575373930682	1	-0.010366
Gm16508	1	1	Activity_Gain	0	0.094801391170229	0.094801391170229	0	NA
Gm16731	1	1	Stable	0	-0.120657161283432	-0.120657161283432	1	0.005705
Gm16835	1	1	Stable	0	0.0525489652782265	0.0525489652782265	1	-0.001593
Gm19872	1	1	K119ub_Only	0	-0.110130194185992	-0.110130194185992	1	-0.000584
Gm20441	1	1	Activity_Lost	0	-0.179054880407876	-0.179054880407876	1	-0.022536
Gm20467	1	1	Activity_Gain	1	-0.834501114163413	-0.834501114163413	0	NA
Gm20488	1	1	Stable	0	-0.0711261129884814	-0.0711261129884814	1	0.001882
Gm20536	1	1	K119ub_Only	0	-0.0537343814917176	-0.0537343814917176	0	NA
Gm20554	1	1	Stable	1	0.293773923117343	0.293773923117343	0	NA
Gm20703	1	1	Stable	0	0.114382639099653	0.114382639099653	0	NA
Gm21671	1	1	Stable	1	0.166726761868852	0.166726761868852	1	0.020946
Gm26520	1	1	Stable	0	-0.0321130333080169	-0.0321130333080169	0	NA
Gm26652	1	1	Activity_Lost	0	-0.236975484997939	-0.236975484997939	1	-0.032021
Gm26728	1	1	Stable	0	0.0910349374033269	0.0910349374033269	0	NA
Gm27162	1	1	Stable	1	0.305302495601263	0.305302495601263	0	NA
Gm28177	1	1	Stable	1	-0.235380929050416	-0.235380929050416	0	NA
Gm28182	1	1	Stable	1	-0.796778667671369	-0.796778667671369	0	NA
Gm2824	1	1	Stable	1	0.199089630542216	0.199089630542216	0	NA
Gm28578	1	1	Activity_Gain	0	-0.264002675574056	-0.264002675574056	0	NA
Gm28864	1	1	Stable	1	0.331592910977877	0.331592910977877	0	NA
Gm29243	1	1	Stable	1	0.24231855797917	0.24231855797917	0	NA
Gm29362	1	1	Stable	0	-0.0235189877328009	-0.0235189877328009	0	NA
Gm29478	1	1	Activity_Lost	1	-0.412725005993494	-0.412725005993494	1	-0.025996
Gm29684	1	1	Stable	0	0.0513329683744652	0.0513329683744652	0	NA
Gm30108	1	1	Stable	0	-0.127408314797248	-0.127408314797248	0	NA
Gm30381	1	1	Stable	0	-0.108036192781116	-0.108036192781116	1	-0.001715
Gm31107	1	1	Stable	0	0.0604608286461898	0.0604608286461898	0	NA
Gm31408	1	1	Stable	1	0.213452440686204	0.213452440686204	1	0.008847
Gm32243	1	1	Stable	0	-0.00618402555667035	-0.00618402555667035	0	NA
Gm32389	1	1	Stable	0	-0.108286185254967	-0.108286185254967	0	NA
Gm32950	1	1	Stable	1	0.368806849728919	0.368806849728919	0	NA
Gm33104	1	1	Stable	0	-0.137629571237855	-0.137629571237855	0	NA
Gm35025	1	1	Stable	0	-0.0870254989588584	-0.0870254989588584	1	-0.008135
Gm35394	1	1	Stable	0	0.10007622920342	0.10007622920342	1	-0.014495
Gm36278	1	1	Stable	0	0.0831807668295794	0.0831807668295794	1	0.011622
Gm36325	1	1	Stable	0	0.153321780327058	0.153321780327058	1	0.013854
Gm37134	1	1	Stable	1	0.285223757421377	0.285223757421377	0	NA
Gm37748	1	1	Stable	0	-0.0918948268084279	-0.0918948268084279	1	0.010881
Gm38293	1	1	Activity_Lost	0	0.0239773196568895	0.0239773196568895	0	NA
Gm39327	1	1	Activity_Gain	1	-0.271201695934373	-0.271201695934373	0	NA
Gm40437	1	1	Stable	0	-0.0141640403567712	-0.0141640403567712	1	-0.002004
Gm41183	1	1	Stable	0	0.152028194064082	0.152028194064082	1	-0.001516
Gm41492	1	1	Stable	1	0.445710499556838	0.445710499556838	0	NA
Gm42476	1	1	K119ub_Only	0	0.0486767749318871	0.0486767749318871	1	-0.020881
Gm42716	1	1	K119ub_Only	1	-0.154106623242655	-0.154106623242655	0	NA
Gm43177	1	1	Stable	0	-0.0799146166005592	-0.0799146166005592	1	-0.002827
Gm43893	1	1	Stable	0	0.0316629246629937	0.0316629246629937	0	NA
Gm44148	1	1	Stable	1	-0.329584337665127	-0.329584337665127	1	-0.025689
Gm44658	1	1	Stable	0	0.0106904366137691	0.0106904366137691	0	NA
Gm44892	1	1	Stable	0	0.130038752033897	0.130038752033897	0	NA
Gm44969	1	1	Stable	1	0.164642892161907	0.164642892161907	0	NA
Gm45321	1	1	Stable	1	-0.428342941993396	-0.428342941993396	0	NA
Gm45322	1	1	Stable	1	-0.346484974726674	-0.346484974726674	0	NA
Gm45509	1	1	Stable	0	-0.127183966348101	-0.127183966348101	0	NA
Gm45871	1	1	Stable	0	-0.00321147746007429	-0.00321147746007429	1	-0.013188
Gm46447	1	1	Stable	1	0.249352209585176	0.249352209585176	0	NA
Gm47096	1	1	Stable	0	-0.120944855771631	-0.120944855771631	1	-0.004889
Gm47204	1	1	Stable	0	0.0468832076327784	0.0468832076327784	1	0.005677
Gm47859	1	1	Stable	0	-0.121547942841868	-0.121547942841868	0	NA
Gm48276	1	1	Stable	1	0.420524060927903	0.420524060927903	1	0.007306
Gm48384	1	1	Stable	0	0.167460144746971	0.167460144746971	0	NA
Gm48530	1	1	Stable	0	-0.115871370760405	-0.115871370760405	0	NA
Gm48558	1	1	Stable	0	0.140825083289675	0.140825083289675	0	NA
Gm48605	1	1	Stable	0	0.140825083289675	0.140825083289675	1	-0.002414
Gm48778	1	1	Stable	0	-0.0829382778387978	-0.0829382778387978	1	0.003633
Gm48807	1	1	Stable	0	0.0786284695814302	0.0786284695814302	0	NA
Gm49123	1	1	Stable	0	0.0135181610748665	0.0135181610748665	0	NA
Gm49124	1	1	Stable	0	0.0476837872261569	0.0476837872261569	1	0.00803
Gm49233	1	1	Stable	0	0.00289072969536397	0.00289072969536397	1	0.028999
Gm49601	1	1	Stable	0	-0.0731952613644715	-0.0731952613644715	0	NA
Gm49725	1	1	Stable	0	0.114515844110899	0.114515844110899	0	NA
Gm49909	1	1	Stable	1	0.201903678154705	0.201903678154705	0	NA
Gm50039	1	1	Stable	0	-0.0260646756489292	-0.0260646756489292	0	NA
Gm50194	1	1	Stable	0	-0.0167874950238357	-0.0167874950238357	1	0.002797
Gm50292	1	1	Stable	1	0.487184305252261	0.487184305252261	0	NA
Gm5148	1	1	Stable	0	-0.0796668954573514	-0.0796668954573514	1	0.030786
Gm5878	1	1	Stable	1	0.187168076735052	0.187168076735052	0	NA
Gm9833	1	1	Stable	0	0.125137143070465	0.125137143070465	1	0.007472
Gm9955	1	1	K119ub_Only	0	0.0211869813659193	0.0211869813659193	1	-0.014642
Gm9991	1	1	Stable	1	0.16689171052053	0.16689171052053	0	NA
Gmcl1	1	1	Stable	0	-0.00345587713708503	-0.00345587713708503	0	NA
Gmds	1	1	Stable	0	0.0406581059292157	0.0406581059292157	1	-0.005153
Gmps	1	1	Stable	0	0.0881415320878457	0.0881415320878457	0	NA
Gnal	1	1	Stable	0	0.136721663239538	0.136721663239538	1	0.002485
Gnb4	1	1	Stable	0	0.18927155452335	0.18927155452335	0	NA
Gng4	1	1	Stable	1	0.426233289284408	0.426233289284408	1	0.025989
Gnptab	1	1	Stable	0	-0.0227389331079108	-0.0227389331079108	1	0.001869
Golga2	1	1	Stable	0	-0.149483970245358	-0.149483970245358	0	NA
Golga7	1	1	Stable	1	0.420822940441517	0.420822940441517	0	NA
Gopc	1	1	Stable	0	-0.208103949504314	-0.208103949504314	1	-0.016643
Gorasp2	1	1	Stable	0	0.0394813024937857	0.0394813024937857	1	-0.006328
