gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	net_atac	n_atac_up	n_atac_down	k119ub_gb_log2fc	k119ub_pr_log2fc	k119ub_gb_class	n_k27ac_gained	n_k27ac_lost	k27ac_status	chromatin_state	n_mecp2_up	n_mecp2_down	mecp2_status	loop_involved
Rnf111	0.0173705295388815	-0.0250655358995168	0.0424360654383983	Q4: mC up/hmC dn	0.0936235119115584	0.479178825469373	923.408977466985	0	0	0	-0.148959	-0.493773	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mtrex	0.0201233810141709	-0.0223041875264307	0.0424275685406016	Q4: mC up/hmC dn	0.101286608659157	0.434520308742974	737.990761122584	0	0	0	-0.152232	1.091273	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Hmgn3	0.0188952954715804	-0.0234973743647587	0.0423926698363391	Q4: mC up/hmC dn	0.0873100173953307	0.755234556391487	295.763186279056	0	0	0	0.095449	0.206161	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Mrps31	0.0286973383556728	-0.013681177806893	0.0423785161625658	Q4: mC up/hmC dn	-0.0474504234060739	0.887645410777845	141.103356920173	0	0	0	0.082887	0.799075	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Zfp646	0.0236748653282306	-0.0186992081675687	0.0423740734957993	Q4: mC up/hmC dn	0.0655672421064039	0.773814759114835	349.376477856861	0	0	0	-0.301209	-0.297387	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Sin3b	0.0222624493777646	-0.0201032469767082	0.0423656963544727	Q4: mC up/hmC dn	0.187926940315423	0.222222761160447	544.774814438514	0	0	0	-0.274452	0.57825	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pcid2	0.0209069021772281	-0.02145843572499	0.0423653379022182	Q4: mC up/hmC dn	0.0426995240712867	0.869881059818081	274.422181801951	0	0	0	-0.260859	0.338861	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zfp512	0.0263039814868233	-0.0160511647452748	0.0423551462320982	Q4: mC up/hmC dn	0.291862378602501	0.00943830386831677	244.501584727155	0	0	0	-0.087353	1.292832	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Asb8	0.0174675526030721	-0.0248797533070663	0.0423473059101384	Q4: mC up/hmC dn	-0.101230716121447	0.696080205955783	139.124340531431	0	0	0	0.625658	0.960757	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Slc12a8	0.0164411794153179	-0.0258929723941437	0.0423341518094615	Q4: mC up/hmC dn	-0.508132627227137	0.0113818644338024	54.2639087528089	-1	0	1	0.312635	0.916178	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Jaml	0.0276526940852122	-0.0146797175829359	0.0423324116681481	Q4: mC up/hmC dn	0.576240911699357	0.0196463519297488	38.4162530083658	0	0	0	0.33637	0.136614	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Exosc1	0.025835233657252	-0.0164727211293985	0.0423079547866506	Q4: mC up/hmC dn	0.00497777331716967	0.991244971572541	91.9925857249635	0	0	0	0.264722	0.674381	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dpp9	0.0228234732713309	-0.0194633439429071	0.042286817214238	Q4: mC up/hmC dn	0.0690610453627352	0.814428428652688	395.590796171292	0	0	0	-0.313592	-0.382968	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Rufy3	0.0210483408163449	-0.0212378587270288	0.0422861995433736	Q4: mC up/hmC dn	0.0871942644055278	0.500650418806088	1892.99613512629	0	0	0	0.290728	1.259833	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pnpla8	0.0190466240442443	-0.0232325765794359	0.0422792006236802	Q4: mC up/hmC dn	0.0755365711719881	0.66937379446319	672.840735347412	0	0	0	0.31972	0.910291	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tlk1	0.0148481279457127	-0.0274304498126656	0.0422785777583783	Q4: mC up/hmC dn	0.19483190842825	0.0364863195824731	1057.13742923322	1	1	0	-0.042564	0.7289	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ddx27	0.0261180742174855	-0.0161536001381345	0.04227167435562	Q4: mC up/hmC dn	0.181642209958453	0.403360634909906	160.925905835324	0	0	0	-0.232979	0.277876	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Trak2	0.023269776708564	-0.0189913335696832	0.0422611102782472	Q4: mC up/hmC dn	0.118677240324469	0.266335148734992	1103.20735762459	0	0	0	0.007783	0.551074	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Fndc3a	0.0185676228416494	-0.023689746633972	0.0422573694756214	Q4: mC up/hmC dn	0.0045188021978144	0.988311971517897	1140.19464342796	3	3	0	0.238181	0.710249	quantifiable	0	0	No Change	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Jkamp	0.021575627720951	-0.020674779329964	0.042250407050915	Q4: mC up/hmC dn	-0.148394127095017	0.496643398058483	181.70612392783	0	0	0	0.207431	0.46696	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Clasp2	0.0197414981161197	-0.0225062965070855	0.0422477946232052	Q4: mC up/hmC dn	0.210318829362883	0.007916498684772	5416.2903455235	0	0	0	-0.135134	0.340736	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ubtd1	0.0216912623778078	-0.0205532895495862	0.0422445519273941	Q4: mC up/hmC dn	0.100085262207658	0.703644662141264	442.851435474998	0	0	0	0.390633	0.398945	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pde1c	0.0261760754492819	-0.0160624335137554	0.0422385089630373	Q4: mC up/hmC dn	-0.342333316781906	0.0896309638446566	4707.83107442342	1	1	0	0.461244	0.647783	quantifiable	0	0	No Change	Other	4	0	MeCP2 Up Only	FALSE
Pcdhga1	0.0239670869057012	-0.0182653079123177	0.0422323948180188	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.032686	0.054212	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ubap2l	0.0181159272934115	-0.0241150711914918	0.0422309984849033	Q4: mC up/hmC dn	0.115522838100862	0.413346145766885	685.814619133593	0	0	0	-0.233165	0.472768	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Elac1	0.0225912564953941	-0.0196373920346599	0.042228648530054	Q4: mC up/hmC dn	-0.0840309569253507	0.692363066415121	282.063011481049	0	0	0	0.465015	1.20218	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ern1	0.0147175870572795	-0.0274995275023585	0.042217114559638	Q4: mC up/hmC dn	-0.0671206765328457	0.674104633112332	372.944357373607	0	0	0	-0.297616	0.326887	quantifiable	0	0	No Change	Other	0	0	No MeCP2	TRUE
Anks1b	0.0179350866480839	-0.0242655827474255	0.0422006693955094	Q4: mC up/hmC dn	-0.0315722124344935	0.953969118253595	24471.448720112	1	2	1	0.073639	0.441747	quantifiable	1	2	Both	Active_Promoter	0	1	MeCP2 Down Only	FALSE
Emc2	0.0237377789983025	-0.0184553653157856	0.0421931443140881	Q4: mC up/hmC dn	0.108344360948293	0.564352382879247	631.376154265692	0	0	0	0.392375	1.022137	quantifiable	1	1	Both	Active_Promoter	0	0	No MeCP2	TRUE
Skil	0.0203354518204455	-0.0218558520336516	0.0421913038540971	Q4: mC up/hmC dn	0.114430715147071	0.461612982061445	417.68774435667	0	0	0	0.157364	0.526874	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ppp1r12b	0.0181141132707937	-0.0240738175021013	0.042187930772895	Q4: mC up/hmC dn	-0.00839095038943976	0.982933075516555	1710.13784262828	0	1	1	-0.062446	0.319791	quantifiable	0	2	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Anks1	0.0196093704461482	-0.0225646337817381	0.0421740042278863	Q4: mC up/hmC dn	0.0311720267033404	0.881416374564896	1091.3576862645	0	0	0	-0.258779	0.264337	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Tle4	0.0198713073631759	-0.0223012530909392	0.0421725604541151	Q4: mC up/hmC dn	-0.0539903996185995	0.823237881654141	924.497085387805	3	3	0	0.194657	0.618749	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Bub3	0.0222651767306939	-0.0199064785788924	0.0421716553095863	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.026203	0.464861	quantifiable	0	0	No Change	Other	0	0	No MeCP2	TRUE
Hdac4	0.0210827239989246	-0.0210837975367486	0.0421665215356732	Q4: mC up/hmC dn	-0.0650401428896709	0.81782160326645	2303.14320650816	2	2	0	-0.040559	0.359322	quantifiable	2	0	Gained Only	Other	1	0	MeCP2 Up Only	FALSE
Zfp944	0.0232855424389473	-0.0188562553122076	0.0421417977511549	Q4: mC up/hmC dn	-0.0764104462612007	0.760747443373711	155.563964800661	0	0	0	0.078249	0.441279	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Arl15	0.0166518898609758	-0.0254800425390048	0.0421319323999806	Q4: mC up/hmC dn	-0.0817958841476277	0.752614814222386	2967.25160465191	1	2	1	0.157784	0.541515	quantifiable	1	0	Gained Only	Active_Promoter	0	2	MeCP2 Down Only	FALSE
Bcl2l13	0.0162501752492968	-0.0258804346578967	0.0421306099071936	Q4: mC up/hmC dn	0.0847350988522948	0.660096786210397	335.425203990844	0	0	0	-0.209658	0.771129	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nek6	0.0233940717022371	-0.0187360444362223	0.0421301161384593	Q4: mC up/hmC dn	-0.231569087261007	0.132099694601652	240.42022482842	0	0	0	0.399646	0.517391	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Plpbp	0.0204043087712448	-0.0217042035840266	0.0421085123552714	Q4: mC up/hmC dn	0.0946994183601328	0.579724768654787	348.436617595626	0	0	0	-0.021796	0.322956	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rabgap1l	0.018213343624763	-0.0238682471114064	0.0420815907361694	Q4: mC up/hmC dn	0.0620644053744748	0.788746992613028	3848.30478533499	0	0	0	0.206524	0.379643	quantifiable	0	0	No Change	Active_Promoter	1	0	MeCP2 Up Only	TRUE
Glo1	0.0223019581769734	-0.019778434195818	0.0420803923727915	Q4: mC up/hmC dn	-0.299606864396813	0.0259131361944603	175.114433374536	0	0	0	-0.038194	0.218046	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dennd5a	0.0257817144298661	-0.0162963771609621	0.0420780915908282	Q4: mC up/hmC dn	0.0882788050012991	0.523564507747229	2118.03805505363	-1	0	1	-0.302844	-0.826548	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Arrdc3	0.0240344140074433	-0.0180342201698677	0.042068634177311	Q4: mC up/hmC dn	0.0350289290816386	0.923293383075703	614.44809679732	0	0	0	0.508982	0.868416	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	TRUE
Slc7a14	0.0199322063134617	-0.022130967955058	0.0420631742685197	Q4: mC up/hmC dn	0.250094401639035	0.00308254471796587	1771.54282708244	1	1	0	0.09359	0.684086	quantifiable	3	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Dmac2l	0.0256131707899369	-0.0164475563266172	0.0420607271165541	Q4: mC up/hmC dn	0.138715163892347	0.733420839415913	79.1683435618406	0	0	0	0.217516	0.511649	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Eps15l1	0.016342161860316	-0.0257179163098307	0.0420600781701467	Q4: mC up/hmC dn	0.0506923178621014	0.742693383868663	1646.05696374824	0	0	0	-0.281774	0.349764	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ppil4	0.0179958671655338	-0.0240537379057123	0.0420496050712461	Q4: mC up/hmC dn	0.235922166121767	0.0303350893629417	492.405257074879	0	0	0	-0.221329	0.560521	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Glce	0.0281078411167155	-0.0139408320782819	0.0420486731949974	Q4: mC up/hmC dn	-0.170178596848456	0.120929612562915	571.837370817031	0	0	0	0.146048	-0.164339	quantifiable	0	0	No Change	Active_Promoter	3	0	MeCP2 Up Only	FALSE
Ccdc117	0.0246988761322955	-0.0173482429256386	0.0420471190579341	Q4: mC up/hmC dn	-0.00212269516137372	0.997363021679901	106.883274804616	0	0	0	-0.293346	0.27263	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Astn2	0.0204525585880958	-0.0215906127627186	0.0420431713508144	Q4: mC up/hmC dn	-0.0911118285511447	0.812612658207843	25194.4311929998	3	5	2	0.048056	0.308659	quantifiable	8	1	Both	Active_Promoter	23	0	MeCP2 Up Only	FALSE
Swt1	0.0188082158208835	-0.0232306221599244	0.0420388379808079	Q4: mC up/hmC dn	-0.00298650930126277	0.99387022253051	353.409103929965	0	0	0	-0.098756	0.594215	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Aggf1	0.0186058707980625	-0.0234293349751849	0.0420352057732474	Q4: mC up/hmC dn	0.163097567993828	0.332663081882202	337.655751133888	0	0	0	-0.157467	0.775273	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	TRUE
Gdpd1	0.0193515123582151	-0.0226738629308087	0.0420253752890238	Q4: mC up/hmC dn	-0.00867797866953996	0.976194944857617	366.930369281887	0	0	0	-0.057024	0.563387	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Papola	0.0204874579663844	-0.0215094105618422	0.0419968685282266	Q4: mC up/hmC dn	0.0858784279464247	0.59322992614574	2548.9131927196	1	1	0	-0.418584	0.23396	quantifiable	0	0	No Change	Active_Promoter	0	3	MeCP2 Down Only	FALSE
Phf12	0.0236135888622491	-0.0183813393248868	0.0419949281871359	Q4: mC up/hmC dn	0.128469516559223	0.124792277911999	800.541307942261	1	1	0	-0.331204	-0.151047	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ehd4	0.0136607140384859	-0.0282883051411986	0.0419490191796845	Q4: mC up/hmC dn	-0.134126078666598	0.630968296335095	135.258630131129	-1	0	1	-0.020684	0.397007	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Tmem39a	0.0243447394879956	-0.0175711484087833	0.0419158878967789	Q4: mC up/hmC dn	-0.0236703920752835	0.926979371795953	295.173025743564	0	0	0	0.013452	0.220014	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nalcn	0.0194216184899031	-0.0224879998212772	0.0419096183111803	Q4: mC up/hmC dn	-0.770940944253585	1.98314252390882e-12	2112.37979226031	0	0	0	0.035428	1.190526	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Serac1	0.0193037113809993	-0.0225886173713429	0.0418923287523422	Q4: mC up/hmC dn	-0.231870303262359	0.011371185751779	466.556107365272	0	0	0	-0.309842	0.290462	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Mccc2	0.0181082666542771	-0.0237788504608862	0.0418871171151633	Q4: mC up/hmC dn	0.188437380590354	0.209522845582072	502.067563387511	0	0	0	-0.081047	-0.414964	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Usp38	0.0230594844765931	-0.0188217897859626	0.0418812742625557	Q4: mC up/hmC dn	0.0447135603987915	0.814917778717034	438.207048799798	0	0	0	0.452605	0.740166	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dnajc19	0.0179092693553764	-0.0239637877476275	0.0418730571030039	Q4: mC up/hmC dn	-0.0188554499607012	0.964534917109667	251.353175732887	0	0	0	-0.202139	0.62776	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Klhl20	0.0213140296394781	-0.0205447307681105	0.0418587604075886	Q4: mC up/hmC dn	0.0144665254278468	0.963714141551431	279.725646055496	0	0	0	0.041419	1.25524	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Kif16b	0.0196009537823941	-0.0222553459151075	0.0418562996975017	Q4: mC up/hmC dn	-0.553442987717786	1.04360682803681e-10	861.075577822784	-14	0	14	0.049336	1.043735	quantifiable	0	7	Lost Only	Active_Promoter	16	1	MeCP2 Both	FALSE
Zdhhc3	0.0166650007600053	-0.0251904282355798	0.0418554289955852	Q4: mC up/hmC dn	0.0971645262593751	0.435918028596923	568.233311569053	0	0	0	-0.322572	0.604627	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tbce	0.021011231663614	-0.020839607049714	0.041850838713328	Q4: mC up/hmC dn	0.107912408280845	0.402932628520679	579.424261962409	0	0	0	-0.023425	0.943236	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
4921507P07Rik	0.0243496970980648	-0.0174939072370093	0.0418436043350741	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Gm20458	0.0229414695325942	-0.0189020739769916	0.0418435435095859	Q4: mC up/hmC dn	0.0502399924351365	0.952257227503356	28.1388053064675	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ap4e1	0.0178333667274426	-0.0240078504111396	0.0418412171385822	Q4: mC up/hmC dn	0.0580849459630707	0.722511895725168	342.304348861501	0	0	0	-0.24907	0.479458	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nup133	0.0185205087432883	-0.0232868609421027	0.041807369685391	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.161766	0.405525	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ep400	0.0200480974961248	-0.0217332464606666	0.0417813439567914	Q4: mC up/hmC dn	0.144644431838231	0.0876404145797567	2074.96938227413	0	0	0	-0.385947	0.095631	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Cmas	0.0174179306575133	-0.0243633148373824	0.0417812454948957	Q4: mC up/hmC dn	0.157225107880715	0.268376841077265	459.585217380299	0	0	0	-0.118671	0.876617	quantifiable	1	0	Gained Only	Active_Promoter	0	1	MeCP2 Down Only	FALSE
Ttc3	0.0203983332949598	-0.0213715690771771	0.0417699023721368	Q4: mC up/hmC dn	0.216949912223539	0.00249723455813584	7841.09852978235	0	0	0	-0.400503	0.125624	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Txnrd1	0.0166620473980434	-0.0251073383541598	0.0417693857522032	Q4: mC up/hmC dn	-0.202212695422546	0.0370793430237134	336.040753629287	0	0	0	0.091534	-0.195521	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Stim1	0.0228312397637118	-0.0189206741618296	0.0417519139255415	Q4: mC up/hmC dn	0.128147240692605	0.189992335354496	937.913121271617	0	0	0	0.166697	0.572282	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tbc1d12	0.0168172569366407	-0.0248988350555747	0.0417160919922154	Q4: mC up/hmC dn	-0.0395842685264867	0.875921974160397	434.031869086621	0	0	0	0.094678	0.861692	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Zfp280c	0.014984040014788	-0.0267247839903128	0.0417088240051009	Q4: mC up/hmC dn	0.101157750842304	0.527362311038735	404.357781315662	0	0	0	NA	0.388303	no_signal	0	0	No Change	Other	0	0	No MeCP2	FALSE
Fstl1	0.0182213948747763	-0.0234848590432937	0.0417062539180699	Q4: mC up/hmC dn	-0.218937034031092	0.221863110061796	241.885021086912	0	1	1	0.178999	0.384519	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Smarcad1	0.0156881368025577	-0.0260176189182452	0.0417057557208028	Q4: mC up/hmC dn	0.0636782448015963	0.690423149828451	643.599786647891	0	0	0	-0.085846	1.186066	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Slf2	0.0186783902397119	-0.0230204519854234	0.0416988422251353	Q4: mC up/hmC dn	0.0894879309668034	0.633829406585998	1146.81376525256	1	1	0	-0.142076	0.309056	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
E4f1	0.0156719502275439	-0.0260014497373002	0.0416733999648441	Q4: mC up/hmC dn	0.129883201666328	0.57266145827507	166.661032659297	0	0	0	0.020497	0.476019	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ercc1	0.0228010190008111	-0.0188560437082485	0.0416570627090596	Q4: mC up/hmC dn	-0.0574684182420064	0.8997205625849	66.7617060552923	0	0	0	0.260039	0.517694	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Napepld	0.0155945836803322	-0.0260434490592038	0.041638032739536	Q4: mC up/hmC dn	-0.503397245786022	3.70789576932787e-05	140.550888220251	0	0	0	0.417831	1.218502	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Stam2	0.0187737692623257	-0.0228562007804053	0.041629970042731	Q4: mC up/hmC dn	0.0739571730289616	0.75938460016628	247.804144707438	0	0	0	0.013112	0.699168	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Minpp1	0.0177017258834999	-0.0239263581051746	0.0416280839886746	Q4: mC up/hmC dn	-0.112455473635267	0.576204277491136	311.529616609905	0	0	0	0.155249	0.869481	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Cdc16	0.020897526896537	-0.0206831955424081	0.0415807224389451	Q4: mC up/hmC dn	0.166033894871984	0.179106281919931	333.303407973426	0	0	0	-0.229298	0.748925	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Noa1	0.0269120791272813	-0.0146481000612938	0.0415601791885751	Q4: mC up/hmC dn	0.0801647632116386	0.80266614510113	79.6950144932866	0	0	0	0.592398	0.969105	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Atg4c	0.0201190158207117	-0.0214409945206288	0.0415600103413405	Q4: mC up/hmC dn	-0.0226091118373916	0.926979371795953	660.068735098782	1	1	0	0.096744	1.336343	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	TRUE
Pik3c3	0.0188413504269669	-0.0227166616758816	0.0415580121028484	Q4: mC up/hmC dn	0.0963116687151363	0.441359408624668	795.23447724388	-3	0	3	-0.229788	1.052057	quantifiable	0	2	Lost Only	Active_Promoter	16	0	MeCP2 Up Only	FALSE
Aff1	0.0138575999572548	-0.027691616844444	0.0415492168016987	Q4: mC up/hmC dn	-0.550364084867323	1.94530233110134e-10	882.673793658166	0	0	0	0.396653	-0.105039	quantifiable	0	0	No Change	Other	2	0	MeCP2 Up Only	FALSE
Traf6	0.020407979971663	-0.0211299646695123	0.0415379446411753	Q4: mC up/hmC dn	-0.0271644076086303	0.929491567979733	215.77537993623	0	0	0	0.282964	0.970357	quantifiable	0	0	No Change	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Gart	0.0239814094377712	-0.017552200142818	0.0415336095805891	Q4: mC up/hmC dn	-0.127219975044021	0.578660539920549	131.937682798504	0	0	0	-0.062091	0.401428	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Arhgap39	0.0147959112829381	-0.0267374953307467	0.0415334066136848	Q4: mC up/hmC dn	-0.025065488611849	0.925492728693929	1092.57020097527	0	0	0	-0.251437	0.13982	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Syt7	0.0175763798082382	-0.0239567723293343	0.0415331521375725	Q4: mC up/hmC dn	0.318141537405255	0.00206714290582185	4261.18639583176	2	2	0	-0.068655	0.052891	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Commd8	0.0208934350558465	-0.020615505087799	0.0415089401436455	Q4: mC up/hmC dn	0.150342290337768	0.583083576316994	89.3326095544283	0	1	1	0.282498	0.944742	quantifiable	0	0	No Change	Active_Promoter	3	0	MeCP2 Up Only	FALSE
Lrrk2	0.0190190286652261	-0.0224855652103321	0.0415045938755582	Q4: mC up/hmC dn	-0.369457411224552	0.0338906623190098	1267.39026414055	1	1	0	0.158799	0.923964	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Csnk2a2	0.0210380402069293	-0.0204121015115186	0.0414501417184479	Q4: mC up/hmC dn	-0.0110298926224527	0.963099243724852	714.968170392834	0	0	0	-0.206737	0.561545	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Racgap1	0.0251943637595137	-0.0162394139210236	0.0414337776805373	Q4: mC up/hmC dn	-0.359504893049015	0.156049567682643	53.0688885712798	0	0	0	0.410326	0.859476	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Gstz1	0.0239175044058002	-0.0175107628839853	0.0414282672897855	Q4: mC up/hmC dn	-0.00896204657704984	0.98749019889095	130.157927956686	0	0	0	-0.075385	0.37404	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Sez6l	0.012208545698007	-0.0292045966089056	0.0414131423069126	Q4: mC up/hmC dn	0.0144778595736138	0.959164540614756	4536.73961333488	0	1	1	-0.319743	0.037819	quantifiable	2	0	Gained Only	Active_Promoter	0	1	MeCP2 Down Only	FALSE
Ext2	0.0236770417799999	-0.0177153733895521	0.0413924151695519	Q4: mC up/hmC dn	-0.0332345783706418	0.906469994599706	1424.65257365586	-1	0	1	0.122203	0.585983	quantifiable	0	0	No Change	Other	0	0	No MeCP2	TRUE
Ddx46	0.0202214532680836	-0.0211631105044904	0.0413845637725739	Q4: mC up/hmC dn	0.157429360197645	0.474315116791392	824.818473353267	0	0	0	-0.229898	0.354234	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Supt5	0.0167267644059056	-0.0246566930504906	0.0413834574563962	Q4: mC up/hmC dn	0.135062338912989	0.564397142490301	361.125994562025	0	0	0	-0.358135	0.124254	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Etnk1	0.0200295536737369	-0.0213249648803863	0.0413545185541233	Q4: mC up/hmC dn	0.0494836204044738	0.743803069319552	1204.53095741524	0	0	0	0.000477	0.749325	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zfp638	0.0197365504469166	-0.0216075090774234	0.04134405952434	Q4: mC up/hmC dn	0.0291164714462536	0.91207876068006	2356.18090611491	0	0	0	-0.122833	0.467507	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Wdr43	0.0197954211248693	-0.0215380105268696	0.0413334316517389	Q4: mC up/hmC dn	0.00972908965600896	0.974610040127856	451.649715266758	0	0	0	0.088635	0.770149	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm20390	0.0252391283199913	-0.0160938578464759	0.0413329861664672	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Plcb4	0.0196621924845715	-0.0216707204750011	0.0413329129595726	Q4: mC up/hmC dn	0.299035115292897	0.0115241919227374	14216.2958519918	6	6	0	-0.134733	0.616026	quantifiable	14	0	Gained Only	Active_Promoter	2	1	MeCP2 Both	FALSE
Rcor3	0.0203790493693086	-0.0209510772944775	0.0413301266637861	Q4: mC up/hmC dn	0.120808847261441	0.280987668361202	915.303735534666	0	0	0	-0.193768	0.340069	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
