gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	net_atac	n_atac_up	n_atac_down	k119ub_gb_log2fc	k119ub_pr_log2fc	k119ub_gb_class	n_k27ac_gained	n_k27ac_lost	k27ac_status	chromatin_state	n_mecp2_up	n_mecp2_down	mecp2_status	loop_involved
Pkm	0.0173964073482339	-0.0138969868930812	0.0312933942413151	Q4: mC up/hmC dn	0.201335308168426	0.104946975329982	2895.13422015959	0	0	0	-0.24838	0.456688	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zmym4	0.0138029620412979	-0.0174841860683249	0.0312871481096228	Q4: mC up/hmC dn	0.171173513442263	0.117197578440157	1238.46742175509	0	0	0	NA	-0.433127	no_signal	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dcaf10	0.0106054058841994	-0.0206594901953014	0.0312648960795008	Q4: mC up/hmC dn	0.0918066256527634	0.543095097050164	265.073145947815	0	0	0	-0.074796	0.855406	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gsk3b	0.00954436530500902	-0.021719165433676	0.031263530738685	Q4: mC up/hmC dn	0.14151087874941	0.0784326476784842	3110.9544283354	0	0	0	-0.080718	0.374387	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rnaseh2a	0.016911107837787	-0.0143387276481495	0.0312498354859365	Q4: mC up/hmC dn	-0.198620104531319	0.535885529008258	45.2561134234371	0	0	0	0.735883	0.849333	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
0610010F05Rik	0.0111346674148263	-0.0201115780162393	0.0312462454310656	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Tspan7	0.0205738733403453	-0.0106533934095173	0.0312272667498626	Q4: mC up/hmC dn	0.0423275625667589	0.856885247683322	4221.66006966859	0	0	0	-0.141735	0.477311	quantifiable	1	0	Gained Only	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Stat3	0.0104886229391151	-0.0207268561104753	0.0312154790495905	Q4: mC up/hmC dn	-0.0130881958462293	0.96045549746731	358.110418657147	0	0	0	-0.201052	0.133734	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ipo11	0.0127776487317529	-0.0184214341389674	0.0311990828707203	Q4: mC up/hmC dn	-0.0454489274041292	0.780780359792535	844.717542109344	4	4	0	0.00409	-0.25009	quantifiable	0	0	No Change	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Spast	0.0144513065509564	-0.0167370575532882	0.0311883641042446	Q4: mC up/hmC dn	0.0741044801337296	0.589804873017439	519.001511936875	0	0	0	0.011368	1.026855	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dcaf11	0.0163288759339829	-0.0148528367279725	0.0311817126619554	Q4: mC up/hmC dn	0.0958798722482134	0.839941781408929	130.430803294564	-1	0	1	0.166961	0.471851	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Mrpl46	0.0156836545658378	-0.0154965976776328	0.0311802522434705	Q4: mC up/hmC dn	0.233015302731279	0.378451011119464	78.7435892106222	-1	0	1	0.237322	0.679881	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Eml4	0.0121268933095372	-0.0190420412282039	0.0311689345377411	Q4: mC up/hmC dn	0.0610447234080441	0.623431646628047	1156.21856643284	1	1	0	0.001591	1.056166	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Gpt2	0.0102235994063702	-0.0209225455406467	0.0311461449470169	Q4: mC up/hmC dn	0.0583093722797387	0.778167452430521	288.66738556519	0	0	0	-0.135489	0.297012	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Gtpbp10	0.0163287283239453	-0.0148088235737269	0.0311375518976722	Q4: mC up/hmC dn	0.0310906381683398	0.964157654503899	62.3142540157753	0	0	0	0.351658	1.525061	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Poglut1	0.0150978626354062	-0.016037034604432	0.0311348972398382	Q4: mC up/hmC dn	0.156078731907737	0.273975658761294	245.735937923431	0	0	0	0.075258	0.653768	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ssrp1	0.0166234299126699	-0.0144746701941505	0.0310981001068203	Q4: mC up/hmC dn	0.142536756571962	0.577771778361564	336.622719634392	0	0	0	0.669817	1.518493	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Stx4a	0.020155137038994	-0.0109416852946534	0.0310968223336474	Q4: mC up/hmC dn	0.140888230062736	0.445360351045158	224.976662145404	0	0	0	0.093623	0.169306	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Tecpr2	0.0168347121021133	-0.0142588052528634	0.0310935173549766	Q4: mC up/hmC dn	-0.0334924336691163	0.858479352924161	481.267002519637	0	0	0	0.083001	0.490611	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Stim1	0.0154647953115573	-0.0156269304649298	0.0310917257764871	Q4: mC up/hmC dn	0.128147240692605	0.189992335354496	937.913121271617	0	0	0	0.166697	0.572282	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Sptlc2	0.00724251516886854	-0.0238417049095399	0.0310842200784085	Q4: mC up/hmC dn	-0.00721716337105478	0.977435180642942	521.93002702698	0	0	0	-0.05454	0.411109	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Prpf8	0.0134480694038946	-0.0176149070522541	0.0310629764561488	Q4: mC up/hmC dn	0.168558542998943	0.222314813235179	1512.24867434615	0	0	0	-0.453982	0.046546	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pcyt1a	0.0105789892690291	-0.0204371372605816	0.0310161265296107	Q4: mC up/hmC dn	0.0429511054171603	0.867177607111363	307.722214456154	0	0	0	-0.061795	0.662773	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Nt5c3b	0.0111825829021076	-0.0198267012518255	0.0310092841539331	Q4: mC up/hmC dn	-0.00806911095656132	0.985255952224464	140.455165597996	-1	0	1	-0.126196	0.346455	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Abhd4	0.0138602933440259	-0.0171449348786068	0.0310052282226327	Q4: mC up/hmC dn	-0.420927449020126	0.0135812628487754	127.014097241632	0	0	0	0.767697	1.009421	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Slc31a1	0.0114046071559246	-0.0195901326436788	0.0309947397996035	Q4: mC up/hmC dn	-0.00264213561976203	0.996190939243564	118.327017553602	0	0	0	0.050115	0.59993	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Spata13	0.0251426890646891	-0.00581885756090525	0.0309615466255943	Q4: mC up/hmC dn	-0.498691374579091	0.00275966296403557	106.313474871074	0	0	0	0.704997	0.319454	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Dhx34	0.0146110301819687	-0.0163069760605727	0.0309180062425414	Q4: mC up/hmC dn	-0.0528482603790486	0.887531211125277	120.489635457704	0	0	0	-0.437807	-0.508034	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Cep85	0.0117437392483937	-0.0191684750307145	0.0309122142791082	Q4: mC up/hmC dn	-0.0225182796956946	0.945088050476821	173.143334179518	0	0	0	-0.168542	0.044477	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nacc2	0.013912837990565	-0.0169967848223838	0.0309096228129488	Q4: mC up/hmC dn	0.0995317895019281	0.604258643271182	917.165868018077	0	1	1	-0.061078	-0.134713	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Hdhd2	0.0100748614262016	-0.0207613441914458	0.0308362056176475	Q4: mC up/hmC dn	0.164411932942887	0.192167742746483	496.387749440813	0	0	0	-0.107265	1.14167	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Anp32a	0.0128239904232897	-0.017969085377718	0.0307930758010078	Q4: mC up/hmC dn	0.148580537420716	0.254925411429893	1617.90024919642	4	4	0	-0.352186	0.069103	quantifiable	7	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Kpnb1	0.00991433203907632	-0.0208768586698178	0.0307911907088941	Q4: mC up/hmC dn	0.160159514323538	0.210286486546203	933.738459140261	1	1	0	-0.18271	0.13702	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dcakd	0.0131170365737215	-0.0176598640324462	0.0307769006061677	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.111287	0.434421	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Etfdh	0.0126803559863516	-0.0180877412446518	0.0307680972310035	Q4: mC up/hmC dn	0.0180499146292337	0.954696353761859	207.847098311478	0	0	0	0.336353	0.607615	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pola2	0.0112781836149424	-0.0194859703999937	0.0307641540149361	Q4: mC up/hmC dn	-0.319188835084318	0.191712471146001	62.547876423945	0	0	0	-0.060285	0.361734	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dnajc6	0.0106198798319084	-0.020107197747763	0.0307270775796714	Q4: mC up/hmC dn	0.241400020520821	0.00591844153219991	3208.88957278581	0	0	0	-0.056692	0.31173	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Psmc3	0.017277540613146	-0.0134364960577812	0.0307140366709273	Q4: mC up/hmC dn	0.0914201203766524	0.628785266742154	279.224388960531	0	0	0	-0.170732	0.283609	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Manba	0.0179639951552255	-0.0127290537096789	0.0306930488649044	Q4: mC up/hmC dn	-0.420546805673521	0.000924606018224369	265.305175413242	1	2	1	0.347982	0.766099	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Setdb2	0.0129174496786989	-0.0177672333966263	0.0306846830753252	Q4: mC up/hmC dn	-0.0415062075939064	0.908305054319125	139.736890394373	0	0	0	0.143435	0.969076	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rnf11	0.0150576269427862	-0.0156248725632175	0.0306824995060037	Q4: mC up/hmC dn	0.144591049945129	0.30384730781124	603.767170661674	0	0	0	0.288051	0.836197	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Chordc1	0.0141722425298059	-0.0164958353127266	0.0306680778425324	Q4: mC up/hmC dn	0.11452674004266	0.659630627000442	557.330578328448	0	0	0	-0.015667	0.746428	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Syt7	0.0122303864335234	-0.0184334018856603	0.0306637883191837	Q4: mC up/hmC dn	0.318141537405255	0.00206714290582185	4261.18639583176	2	2	0	-0.068655	0.052891	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ptgr2	0.0126424298756974	-0.018013351407828	0.0306557812835254	Q4: mC up/hmC dn	-0.154638306803413	0.534559608343836	125.375688975378	0	0	0	0.223106	0.831428	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Gnl2	0.0166276747747165	-0.014026032809031	0.0306537075837475	Q4: mC up/hmC dn	0.266973498389684	0.0266267860891967	341.46794202001	0	0	0	-0.159675	-0.072505	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Stk4	0.0101341989476615	-0.0204924618862942	0.0306266608339557	Q4: mC up/hmC dn	-0.0347825606558284	0.892899873812696	502.269146713366	0	0	0	-0.19149	0.225926	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Lhfpl4	0.0126876270212992	-0.0179327892496682	0.0306204162709675	Q4: mC up/hmC dn	0.0735586935655284	0.622815190628248	526.221671316922	-1	0	1	-0.220206	0.433378	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Acp6	0.0116713948591316	-0.0189377234963385	0.0306091183554701	Q4: mC up/hmC dn	-0.571447459957486	0.000136518629013516	116.214829087012	0	0	0	0.193646	0.663534	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Dhfr	0.0147253334059854	-0.0158837758968618	0.0306091093028471	Q4: mC up/hmC dn	-0.209676480000055	0.386726608778429	97.3588746408166	0	0	0	0.369005	0.926984	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Atrn	0.00943884241654058	-0.0211688053774115	0.0306076477939521	Q4: mC up/hmC dn	0.0166152370395519	0.931210165555746	1558.93056845868	0	0	0	-0.202343	0.785106	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Noa1	0.0205258192465756	-0.0100807637112108	0.0306065829577864	Q4: mC up/hmC dn	0.0801647632116386	0.80266614510113	79.6950144932866	0	0	0	0.592398	0.969105	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dnajb12	0.0145464052270041	-0.0160574730982139	0.030603878325218	Q4: mC up/hmC dn	-0.0308925953214744	0.925174651514869	364.247079243534	0	0	0	-0.022031	0.427852	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Zfp583	0.0129722534086557	-0.0176216444427817	0.0305938978514374	Q4: mC up/hmC dn	0.303338761186907	0.106052249060887	82.9247380362786	0	0	0	0.135265	0.521091	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Adat2	0.0210998023955162	-0.00948864284644494	0.0305884452419612	Q4: mC up/hmC dn	-0.309597345321596	0.348106214577555	31.1039841645424	0	0	0	0.727618	1.001806	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Trim28	0.0172860748447725	-0.0132981192678757	0.0305841941126483	Q4: mC up/hmC dn	0.00885792135598998	0.982933075516555	348.518795708522	0	0	0	0.258047	0.023871	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Hira	0.0122063854511723	-0.0183759897790395	0.0305823752302117	Q4: mC up/hmC dn	-0.113123958435416	0.768050956043288	62.7868328454411	0	0	0	-0.213499	0.370113	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Adamts18	0.0235731366794045	-0.00700060249183079	0.0305737391712353	Q4: mC up/hmC dn	NA	NA	NA	-1	0	1	0.469459	0.796638	quantifiable	0	2	Lost Only	Active_Promoter	10	0	MeCP2 Up Only	FALSE
Myo1c	0.0184476825675153	-0.0121159713037688	0.0305636538712841	Q4: mC up/hmC dn	-0.259024684354672	0.332051130296383	169.417446977779	0	0	0	0.116197	0.399649	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mettl14	0.0143565980401382	-0.0162045394668588	0.030561137506997	Q4: mC up/hmC dn	0.156856980101014	0.450672288511557	230.315169725988	0	0	0	0.148802	1.127022	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Fbxl5	0.0150425883875387	-0.0155104374756068	0.0305530258631455	Q4: mC up/hmC dn	0.0935101215554282	0.447245108606144	1417.70014606583	0	0	0	0.180144	0.864151	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Atr	0.0135790020990595	-0.0169613128752405	0.0305403149743	Q4: mC up/hmC dn	-0.135201439828925	0.429582704696006	428.569746279654	0	0	0	-0.141454	1.045488	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Frmd8	0.0133528755993826	-0.0171850181491264	0.030537893748509	Q4: mC up/hmC dn	0.172544815088702	0.399447183610967	117.547801613087	0	0	0	-0.202898	0.217073	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ripk1	0.0224561754922326	-0.00807132573666758	0.0305275012289001	Q4: mC up/hmC dn	-0.12285638269666	0.506688710120513	153.146071312089	0	0	0	0.340849	0.850883	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm28539	0.0126977309235849	-0.0178005981992057	0.0304983291227907	Q4: mC up/hmC dn	0.145472569449612	0.681692673796363	120.840703013135	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Parp6	0.0115524069379246	-0.018938115629082	0.0304905225670066	Q4: mC up/hmC dn	0.0541784070919951	0.824436779583894	854.939806239571	-1	0	1	-0.192011	0.488171	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Bysl	0.0152739338841439	-0.015211321849178	0.0304852557333219	Q4: mC up/hmC dn	0.0429241970096202	0.930984018656684	60.7194665368985	0	0	0	-0.035331	0.344189	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Mipep	0.0138400841262497	-0.0166444794342636	0.0304845635605133	Q4: mC up/hmC dn	-0.330883567341545	8.59957044186147e-06	522.118384777004	-1	0	1	0.121065	0.994781	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tm9sf1	0.0177010760223159	-0.0127785855824576	0.0304796616047734	Q4: mC up/hmC dn	0.309753592762751	0.277073850058062	59.9171905535369	0	0	0	0.69071	0.925762	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Mpv17l	0.0121705100403748	-0.0183042342055513	0.0304747442459262	Q4: mC up/hmC dn	0.0448202032314511	0.876442770136309	236.145312497279	0	0	0	0.199984	0.457396	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Npr2	0.0162017401664916	-0.0142624746847652	0.0304642148512568	Q4: mC up/hmC dn	-0.0552792958138539	0.827556089138027	260.344245179453	0	0	0	0.255826	0.76268	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Armt1	0.0120405954930756	-0.018405966100447	0.0304465615935226	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.179828	0.429552	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Xpnpep3	0.0128966383664308	-0.0175212517475047	0.0304178901139356	Q4: mC up/hmC dn	-0.0664158704934882	0.842427565006722	147.349505545923	0	0	0	-0.139945	0.496125	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm37240	0.0180650159470852	-0.0123179472065128	0.030382963153598	Q4: mC up/hmC dn	-0.160073815594322	0.275337882675691	198.350160521083	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Plpbp	0.0151791574662138	-0.0151938904303463	0.0303730478965601	Q4: mC up/hmC dn	0.0946994183601328	0.579724768654787	348.436617595626	0	0	0	-0.021796	0.322956	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nf1	0.0113132049681308	-0.0190579087814824	0.0303711137496132	Q4: mC up/hmC dn	0.0751739652374519	0.686116921724131	3257.87233836589	0	0	0	-0.31694	0.363726	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ddx52	0.0155945528387851	-0.0147711142328689	0.030365667071654	Q4: mC up/hmC dn	0.0924702895354538	0.658324642245975	176.808888606017	0	0	0	0.096372	0.618498	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Vars2	0.0205498678633443	-0.00981045195932234	0.0303603198226667	Q4: mC up/hmC dn	0.0532978613077398	0.941296299534386	35.2178412598191	0	0	0	-0.112655	0.429232	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Jkamp	0.0145290885901507	-0.0158245273365084	0.030353615926659	Q4: mC up/hmC dn	-0.148394127095017	0.496643398058483	181.70612392783	0	0	0	0.207431	0.46696	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Top3a	0.0134452858706293	-0.0168781061042806	0.0303233919749099	Q4: mC up/hmC dn	-0.343186081232574	0.0665699077760994	91.2340730135349	0	0	0	-0.146432	0.576333	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
E2f6	0.0187966256855084	-0.0115036513539832	0.0303002770394917	Q4: mC up/hmC dn	-0.0257021747415178	0.927947501021021	294.612483581109	0	0	0	0.419973	0.714633	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Atox1	0.0136892860693716	-0.0165954312112228	0.0302847172805944	Q4: mC up/hmC dn	-0.0472164377470247	0.944149525344038	35.6018048377123	0	0	0	0.163438	0.417754	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Alkbh8	0.0153991687727949	-0.0148821752595744	0.0302813440323693	Q4: mC up/hmC dn	0.139646381387265	0.288336444913219	335.590305744153	0	0	0	-0.069293	0.601075	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Adcyap1r1	0.0180743677219269	-0.0121914419359981	0.030265809657925	Q4: mC up/hmC dn	-0.225236692189821	0.00732266834270074	792.585715723738	1	1	0	0.075046	0.21272	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Actn3	0.0152651246790021	-0.014970655096447	0.0302357797754491	Q4: mC up/hmC dn	-0.35702325847201	0.536378541836728	14.9598583548907	0	0	0	-0.074351	-0.082097	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Galntl6	0.0138976893019667	-0.0163326424482437	0.0302303317502104	Q4: mC up/hmC dn	-0.783185634005153	0.0050950525178285	673.610492860029	0	0	0	0.30611	0.105925	quantifiable	0	0	No Change	Bivalent_Promoter	0	0	No MeCP2	FALSE
Pik3r3	0.0091159211225797	-0.0211016598444188	0.0302175809669985	Q4: mC up/hmC dn	0.26561345219574	0.00728748851470956	2310.56097852524	1	1	0	0.358865	0.660983	quantifiable	3	1	Both	Active_Promoter	0	0	No MeCP2	FALSE
Zfp974	0.0197954089682464	-0.0103328749099957	0.030128283878242	Q4: mC up/hmC dn	-0.080307122697221	0.868812695308788	49.1482167955863	0	0	0	0.167069	0.55584	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Cep192	0.014661852089518	-0.0154638946535337	0.0301257467430517	Q4: mC up/hmC dn	-0.41068415260212	4.41879804368129e-05	256.338196751602	0	0	0	-0.043953	0.592503	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Soga3	0.0151919307765523	-0.0149293922901868	0.0301213230667391	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gdpd1	0.0106768887230533	-0.0194406442345774	0.0301175329576307	Q4: mC up/hmC dn	-0.00867797866953996	0.976194944857617	366.930369281887	0	0	0	-0.057024	0.563387	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Sel1l	0.0114958026195937	-0.0185833400706738	0.0300791426902675	Q4: mC up/hmC dn	0.116303677551434	0.357826749173014	1136.61120400807	0	0	0	-0.185466	0.469634	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Kctd20	0.0138593769066828	-0.0162168444775294	0.0300762213842122	Q4: mC up/hmC dn	0.190878294713359	0.0865155762599566	284.139341213095	0	0	0	-0.371265	0.550025	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Erbb4	0.0189799195648938	-0.0110796825918621	0.0300596021567558	Q4: mC up/hmC dn	-0.951184012003012	0.0154202438780756	4417.8548064915	0	1	1	0.668678	0.317582	quantifiable	0	0	No Change	Active_Promoter	20	0	MeCP2 Up Only	FALSE
Erlin2	0.0176461899178545	-0.0124106575617064	0.0300568474795609	Q4: mC up/hmC dn	-0.0656871685339708	0.805362673991501	237.142100690234	0	0	0	0.062191	0.715732	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ccp110	0.0131249088012396	-0.0169264212911093	0.0300513300923489	Q4: mC up/hmC dn	0.0751349747881416	0.676964995032799	529.325161966796	0	0	0	-0.162398	0.55131	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Rbbp6	0.0140557866018186	-0.0159861587593668	0.0300419453611854	Q4: mC up/hmC dn	0.0115390153603655	0.964082594697198	1601.5226057321	0	0	0	-0.265628	0.164921	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zfp160	0.0159425078029866	-0.014096258602414	0.0300387664054006	Q4: mC up/hmC dn	0.150108590031734	0.564397142490301	183.035200795992	0	0	0	NA	0.337205	no_signal	0	0	No Change	Other	0	0	No MeCP2	FALSE
Klhl36	0.01197915980415	-0.0180582448358522	0.0300374046400022	Q4: mC up/hmC dn	-0.544771578526274	0.102307020062723	44.3429527393837	-1	0	1	0.02108	0.121834	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tceanc2	0.0125961074273468	-0.0174332791400245	0.0300293865673713	Q4: mC up/hmC dn	-0.16569247172612	0.433992283886416	108.243661831724	0	0	0	0.131598	0.608543	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ift46	0.0134563058350605	-0.0165666195766308	0.0300229254116914	Q4: mC up/hmC dn	-0.0671746356690945	0.823775697392081	175.860041485594	0	0	0	-0.055785	-0.121903	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
5730480H06Rik	0.0137187572381992	-0.0163017606078511	0.0300205178460503	Q4: mC up/hmC dn	-0.554174648449719	0.000464894424553128	107.382207168965	0	0	0	0.103191	-0.074859	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mtmr9	0.0143917286025529	-0.0156035840309793	0.0299953126335322	Q4: mC up/hmC dn	-0.043136158616786	0.835108061039123	261.516157270009	0	0	0	-0.104449	-0.62726	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Taf2	0.014531997137157	-0.0154629423347922	0.0299949394719493	Q4: mC up/hmC dn	0.0824935634246704	0.546906968844165	638.832837570004	0	0	0	-0.230411	1.331299	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gins4	0.0163752124933947	-0.0135943392985103	0.029969551791905	Q4: mC up/hmC dn	0.0564923486089002	0.894426396021053	91.5725676775081	0	0	0	0.281102	0.397412	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mta1	0.0139428656187059	-0.0160236920331439	0.0299665576518499	Q4: mC up/hmC dn	0.0205992667336751	0.956097278826371	554.933648596165	0	0	0	-0.158817	0.152959	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Zfp609	0.0109969393075839	-0.0189694282113821	0.029966367518966	Q4: mC up/hmC dn	0.264887515971866	0.00609841817411773	2022.1025086029	1	1	0	-0.094461	-0.011107	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Henmt1	0.0217293244396232	-0.00820358458490249	0.0299329090245257	Q4: mC up/hmC dn	NA	NA	NA	0	1	1	0.545915	0.352993	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Acat1	0.0144297713308503	-0.0154913095140341	0.0299210808448844	Q4: mC up/hmC dn	0.356729792607264	1.81096193459376e-06	497.642872571592	0	0	0	-0.077197	0.193514	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dcaf1	0.0128226874068054	-0.0170913145542211	0.0299140019610265	Q4: mC up/hmC dn	0.121089856171775	0.648595160538565	106.352152318597	0	0	0	-0.287461	0.489531	quantifiable	0	0	No Change	Other	0	0	No MeCP2	TRUE
Ralgapb	0.0122794840537406	-0.0176228393973251	0.0299023234510656	Q4: mC up/hmC dn	0.134669316674053	0.0680471576894511	1855.46442084182	0	0	0	-0.350443	0.445051	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
