TargetGene	max_delta_abc	log2FC	padj	n_enhancers	top_enh_distance	concordance	n_gained	n_lost	sum_delta_abc	sum_abc_wt	sum_abc_ko	n_enh_positive_dabc	n_enh_negative_dabc	frac_agree_max	strongest_enh_class
Otx1	0.07203	1.979663	0.000337	12	1108	Concordant	3	5	-0.015534	0.552091	0.536557	5	7	0.416666666666667	NA
Otx2	-0.079859	-1.339522	0	8	6226	Concordant	2	4	-0.055284	0.638623	0.583339	3	5	0.625	Activity_Lost
Otx2os1	-0.06391	-1.288082	0	9	1114	Concordant	2	3	-0.051006	0.693167	0.642161	4	5	0.555555555555556	Activity_Lost
P2rx3	-0.017152	-0.851432	0.035862	6	321760	Concordant	1	2	-0.020647	0.440698	0.420051	2	4	0.666666666666667	NA
P3h4	0.011645	-0.620254	0.017823	7	24589	Discordant	1	0	0.008872	0.553067	0.561939	5	2	0.714285714285714	Stable
Pacrg	-0.028322	-0.99563	0	8	106416	Concordant	0	5	-0.105149	0.260998	0.155849	0	8	1	Activity_Lost
Pak3	0.071473	0.844195	0	17	2561773	Concordant	5	10	-0.073922	0.475575	0.401653	7	10	0.411764705882353	NA
Pak6	0.029944	1.622488	0	15	14567	Concordant	2	3	-0.015609	0.401053	0.385444	5	10	0.333333333333333	Activity_Gain
Palld	0.107877	0.690218	0	12	25385	Concordant	12	0	0.549646	0	0.549646	12	0	1	NA
Pam	-0.036091	0.585225	1e-06	6	4270515	Discordant	0	3	-0.092657	0.315125	0.222468	2	4	0.666666666666667	NA
Paqr9	-0.064019	-0.73676	0	6	7376	Concordant	2	2	-0.093834	0.417504	0.32367	3	3	0.5	Activity_Lost
Parp12	-0.123295	-0.800963	3e-06	10	5003	Concordant	5	1	-0.021923	0.535547	0.513624	8	2	0.2	Activity_Lost
Parp16	-0.013542	-0.744062	0.005302	7	6718	Concordant	0	2	-0.038654	0.46648	0.427826	2	5	0.714285714285714	Stable
Parp4	0.03944	-1.153727	0	6	3705	Discordant	2	0	0.043489	0.466829	0.510318	3	3	0.5	Stable
Parva	-0.023083	-1.180319	0	5	31193	Concordant	1	2	-0.016298	0.169431	0.153133	1	4	0.8	Activity_Lost
Patj	0.038766	-1.906912	0	9	12543	Discordant	1	2	0.002672	0.320183	0.322855	4	5	0.444444444444444	NA
Pbx3	-0.033913	-0.75664	0	2	12811	Concordant	1	1	-0.023462	0.124151	0.100689	1	1	0.5	Activity_Lost
Pcbd2	-0.01436	0.539377	4.6e-05	5	5608	Discordant	0	1	-0.016748	0.272472	0.255724	2	3	0.6	Stable
Pcdh10	-0.026207	0.511324	0.000101	6	2477	Discordant	1	3	-0.032313	0.292389	0.260076	2	4	0.666666666666667	NA
Pcdh11x	-0.041616	1.024473	0	4	2107170.5	Discordant	1	1	0.004142	0.593213	0.597355	3	1	0.25	NA
Pcdh19	0.035549	0.622299	0.002047	14	3279908	Concordant	5	6	-0.037534	0.459136	0.421602	5	9	0.357142857142857	Activity_Lost
Pcdh9	-0.024627	-0.80032	0.019487	6	14505	Concordant	1	4	-0.054636	0.322574	0.267938	1	5	0.833333333333333	Activity_Lost
Pde3a	0.060242	-0.744294	1e-06	7	776	Discordant	1	3	-0.015049	0.647614	0.632565	2	5	0.285714285714286	Stable
Pde4d	-0.097536	-1.071058	0	10	384382	Concordant	0	10	-0.419911	0.419911	0	0	10	1	Activity_Lost
Pdgfrl	-0.021826	-0.889312	0.038869	12	313551	Concordant	3	1	0.017629	0.491012	0.508641	6	6	0.5	NA
Pdlim7	0.013348	0.569684	0.02846	12	41157	Concordant	1	1	0.026552	0.446617	0.473169	8	4	0.666666666666667	Activity_Gain
Pdzd2	-0.057783	0.664664	8e-06	11	288236	Discordant	0	3	-0.086774	0.533032	0.446258	5	6	0.545454545454545	K119ub_Only
Pgam2	-0.025464	0.659374	0.005486	13	23388	Discordant	4	3	0.017453	0.474072	0.491525	8	5	0.384615384615385	Stable
Pgr	0.092356	0.81924	0	7	1911	Concordant	3	3	0.044638	0.665339	0.709977	4	3	0.571428571428571	Activity_Gain
Phex	-0.089304	-0.650946	0.018601	23	335339	Concordant	12	8	0.020865	0.777139	0.798004	12	11	0.478260869565217	K119ub_Only
Pkdcc	-0.020847	1.516167	0	6	3050911	Discordant	0	1	-0.034319	0.162621	0.128302	1	5	0.833333333333333	Activity_Lost
Pkp2	0.053169	-0.632116	0.006609	11	3103535.5	Discordant	5	3	0.03599	0.335276	0.371266	7	4	0.636363636363636	NA
Pla2g4e	-0.021694	-0.555176	0.001566	4	2071	Concordant	0	2	-0.040496	0.169574	0.129078	1	3	0.75	Activity_Lost
Plcd3	0.011789	-0.624375	0.01238	11	14586.5	Discordant	2	0	0.032597	0.621584	0.654181	6	5	0.545454545454545	Stable
Plcxd2	-0.014855	-0.552944	0	4	241873	Concordant	0	1	-0.002921	0.12314	0.120219	2	2	0.5	K119ub_Only
Pld5	-0.017056	-0.570104	2e-05	9	649730.5	Concordant	1	2	-0.023465	0.298613	0.275148	2	7	0.777777777777778	NA
Plekha6	0.033327	0.548137	0	5	17352.5	Concordant	2	0	0.038852	0.297476	0.336328	3	2	0.6	Activity_Gain
Plekhf1	-0.081475	-1.2615	0	7	2890	Concordant	4	1	0.004674	0.469059	0.473733	5	2	0.285714285714286	Activity_Lost
Plekhg4	-0.023921	-0.979495	0.000563	13	79759	Concordant	2	4	-0.038012	0.552585	0.514573	6	7	0.538461538461538	Activity_Lost
Plin2	-0.064136	-1.939683	0	10	11987	Concordant	6	1	0.044915	0.415327	0.460242	9	1	0.1	Activity_Lost
Plppr3	0.028006	0.623351	0.004004	7	8471	Concordant	2	0	0.026855	0.306375	0.33323	3	4	0.428571428571429	Activity_Gain
Plxdc2	-0.021974	-0.812242	3e-06	10	127843	Concordant	2	4	-0.043617	0.393709	0.350092	3	7	0.7	Activity_Lost
Plxnc1	-0.04433	-0.565587	1.6e-05	8	10467	Concordant	3	1	0.025223	0.323862	0.349085	6	2	0.25	Activity_Lost
Plxnd1	-0.01578	-0.713449	1e-06	13	27371	Concordant	0	4	-0.042655	0.583695	0.54104	6	7	0.538461538461538	Activity_Lost
Pm20d2	0.019769	-0.707628	0.002644	5	58796	Discordant	2	2	0.010399	0.193538	0.203937	3	2	0.6	Stable
Pmepa1	0.042184	1.349981	0	8	43892	Concordant	1	2	-0.033119	0.304515	0.271396	1	7	0.125	NA
Pmf1	-0.024486	0.715183	0.047435	7	26554	Discordant	1	2	-0.026623	0.367147	0.340524	3	4	0.571428571428571	Stable
Pml	-0.032228	-1.355008	0	7	2498	Concordant	2	2	-0.008798	0.365201	0.356403	3	4	0.571428571428571	Activity_Lost
Pms1	-0.013659	-0.875329	0	5	71222	Concordant	1	1	0.019263	0.178489	0.197752	4	1	0.2	Activity_Lost
Podxl2	-0.020979	-0.529624	0	11	316725	Concordant	2	2	-0.028472	0.465144	0.436672	3	8	0.727272727272727	Activity_Lost
Poln	0.011464	0.519291	0.009335	7	200352.5	Concordant	1	0	-0.013828	0.426817	0.412989	2	5	0.285714285714286	NA
Polr3g	0.028743	-0.59894	0.004865	6	72248	Discordant	2	0	0.024643	0.280978	0.305621	3	3	0.5	NA
Pou2f2	0.017614	0.714969	0	13	1890	Concordant	2	2	0.023889	0.393458	0.417347	8	5	0.615384615384615	Activity_Gain
Ppl	0.024249	-0.500203	0.021401	12	82441	Discordant	2	2	0.006779	0.516272	0.523051	6	6	0.5	NA
Ppm1e	-0.016326	0.767907	1e-06	13	63922.5	Discordant	3	3	0.014898	0.442974	0.457872	7	6	0.461538461538462	Stable
Ppm1l	-0.021363	-0.524219	0	5	7313	Concordant	0	3	-0.042637	0.222612	0.179975	1	4	0.8	Activity_Lost
Prcd	-0.020138	-0.740754	0.00211	7	958	Concordant	0	3	-0.059578	0.529794	0.470216	1	6	0.857142857142857	NA
Prdm8	-0.027051	-0.572816	0.04105	8	14031	Concordant	1	4	-0.072508	0.481199	0.408691	3	5	0.625	Stable
Prickle1	0.037377	0.769333	0	3	3715	Concordant	1	1	0.018891	0.133415	0.152306	2	1	0.666666666666667	Activity_Gain
Prkcb	0.023452	0.51826	0	10	900	Concordant	2	1	0.006124	0.497965	0.504089	5	5	0.5	NA
Prkd2	-0.02105	0.559719	0.004159	8	32200	Discordant	0	1	-0.011482	0.376142	0.36466	4	4	0.5	NA
Prkn	-0.028321	-0.701138	0	8	106344	Concordant	0	5	-0.105153	0.261011	0.155858	0	8	1	Activity_Lost
Prkra	0.022083	-0.578262	7.6e-05	5	241341	Discordant	3	1	0.044758	0.155424	0.200182	4	1	0.8	NA
Prom1	0.040919	-1.07349	0	7	1052	Discordant	2	4	-0.033318	0.773844	0.740526	3	4	0.428571428571429	Stable
Prom2	0.044528	-1.269337	0	11	19765	Discordant	4	3	0.041751	0.566301	0.608052	5	6	0.454545454545455	NA
Prps2	-0.081416	1.628939	0	14	872358	Discordant	4	7	-0.16415	0.511857	0.347707	5	9	0.642857142857143	Stable
Prrg3	0.035517	0.687538	0	14	2430587	Concordant	6	4	0.038826	0.320387	0.359213	8	6	0.571428571428571	NA
Prune2	-0.034723	-1.847483	0	9	2357882.5	Concordant	1	4	-0.111318	0.251875	0.140557	2	7	0.777777777777778	NA
Psmg4	0.016702	-0.544187	0.029447	8	84933	Discordant	1	1	-0.013832	0.329798	0.315966	3	5	0.375	NA
Ptar1	-0.048494	-0.524098	0	7	7131	Concordant	2	2	-0.02003	0.328105	0.308075	3	4	0.571428571428571	Activity_Lost
Ptbp3	-0.019962	-0.500509	1.6e-05	12	32314.5	Concordant	2	3	-0.025115	0.414892	0.389777	5	7	0.583333333333333	NA
Ptchd4	-0.027027	-1.408053	2e-06	9	125357	Concordant	3	4	-0.060737	0.31572	0.254983	3	6	0.666666666666667	Activity_Lost
Ptgis	0.029194	1.265924	0.002167	15	8216	Concordant	2	1	0.024264	0.451858	0.476122	9	6	0.6	NA
Ptp4a3	0.021789	0.536695	0.000802	8	24979	Concordant	2	1	0.005525	0.346817	0.352342	4	4	0.5	NA
Ptpn18	0.012774	-2.275322	2.3e-05	8	166377	Discordant	1	2	-0.0026	0.418337	0.415737	4	4	0.5	Stable
Ptpn21	-0.027257	-1.005019	0	7	6582	Concordant	2	1	0.011593	0.464613	0.476206	5	2	0.285714285714286	Activity_Lost
Ptpn3	-0.058398	-0.707409	0	9	6666	Concordant	2	3	-0.072814	0.45159	0.378776	3	6	0.666666666666667	Activity_Lost
Ptpn5	0.138209	0.862952	2e-06	6	16687	Concordant	6	0	0.435051	0	0.435051	6	0	1	Activity_Gain
Ptprf	-0.032097	1.476871	0	10	156459	Discordant	1	5	-0.076217	0.518957	0.44274	3	7	0.7	NA
Ptprn2	-0.044984	-0.587627	0	9	47766	Concordant	1	4	-0.104611	0.403672	0.299061	3	6	0.666666666666667	Activity_Lost
Pwwp2b	0.041917	0.535163	0.000845	12	751	Concordant	3	2	0.027302	0.428017	0.455319	5	7	0.416666666666667	Activity_Gain
Pxmp4	-0.021435	-0.720304	0.000676	10	9558	Concordant	1	3	-0.04427	0.42943	0.38516	3	7	0.7	NA
Rab37	-0.015243	-0.838777	3e-06	5	41736	Concordant	0	1	-0.010861	0.227615	0.216754	2	3	0.6	Stable
Rab3c	-0.042418	-0.953199	0	5	213901	Concordant	1	3	-0.048956	0.273835	0.224879	2	3	0.6	Activity_Lost
Rab3d	-0.022622	-0.733099	4.8e-05	7	9321	Concordant	2	1	0.001817	0.458566	0.460383	4	3	0.428571428571429	NA
Rab40b	-0.047709	-0.934711	2.7e-05	8	284915	Concordant	1	1	-0.022735	0.470001	0.447266	4	4	0.5	NA
Rab8b	0.018726	-0.524846	1e-06	9	26436	Discordant	1	0	0.016676	0.340328	0.357004	5	4	0.555555555555556	NA
Rai14	-0.039103	0.638865	0.000104	9	2270394	Discordant	3	4	-0.042727	0.371422	0.328695	5	4	0.444444444444444	NA
Ranbp17	-0.05596	-0.522909	0	6	176870	Concordant	0	3	-0.096878	0.292278	0.1954	2	4	0.666666666666667	Activity_Lost
Rasa4	0.014299	0.532401	0.000496	7	121115	Concordant	2	0	0.023393	0.289635	0.313028	3	4	0.428571428571429	Stable
Rasal1	-0.070862	-2.077975	0	10	4681.5	Concordant	2	4	-0.109278	0.480007	0.370729	5	5	0.5	Activity_Lost
Rasd2	-0.043185	-0.717502	0.000111	9	3123	Concordant	0	3	-0.068079	0.680372	0.612293	5	4	0.444444444444444	Activity_Lost
Rasgrp2	0.031893	2.368424	0	8	1371.5	Concordant	2	2	0.024336	0.261404	0.28574	4	4	0.5	NA
Rbfa	0.025832	-0.805912	0.00064	8	6128.5	Discordant	3	1	0.04003	0.520887	0.560917	5	3	0.625	NA
Reep6	0.018607	-1.333539	0	10	30844	Discordant	4	1	0.025163	0.370961	0.396124	6	4	0.6	Stable
Rell1	-0.026499	-0.706867	0.024795	8	11107	Concordant	3	3	-0.0338	0.404084	0.370284	3	5	0.625	Activity_Lost
Relt	0.031528	0.604977	0.000159	6	30872	Concordant	1	0	0.02242	0.256641	0.279061	2	4	0.333333333333333	Activity_Gain
Reps2	-0.090072	-0.640662	0	12	53172	Concordant	5	5	-0.1244	0.56669	0.44229	5	7	0.583333333333333	Activity_Lost
Resp18	0.032221	-1.050113	0.007323	17	39366.5	Discordant	2	1	0.017392	0.61138	0.628772	7	10	0.411764705882353	NA
Rflnb	-0.057131	-0.896303	0	7	11603	Concordant	0	6	-0.137204	0.304065	0.166861	1	6	0.857142857142857	Activity_Lost
Rgcc	-0.041718	-1.138627	0	10	160649	Concordant	2	4	-0.07525	0.399027	0.323777	6	4	0.4	Activity_Lost
Rgs10	0.015745	0.76161	0.004729	7	43123.5	Concordant	1	2	0.002178	0.275776	0.277954	4	3	0.571428571428571	NA
Rgs11	-0.015001	1.802361	0.01779	7	64102	Discordant	2	1	0.004198	0.205534	0.209732	4	3	0.428571428571429	NA
Rgs17	0.021382	0.598397	0.000124	6	1146	Concordant	1	2	0.019889	0.338066	0.357955	4	2	0.666666666666667	Stable
Rgs9	0.03667	-1.449742	0	13	313685.5	Discordant	3	4	0.017558	0.557238	0.574796	7	6	0.538461538461538	NA
Rhbdf1	0.021826	-0.623786	0.000438	15	4235.5	Discordant	1	1	-0.003306	0.743096	0.73979	6	9	0.4	NA
Rimbp2	-0.023343	0.68093	3e-06	9	437699	Discordant	1	3	-0.033244	0.257171	0.223927	5	4	0.444444444444444	Activity_Lost
Rims2	0.032149	-0.541103	0	7	1286	Discordant	2	1	0.036269	0.3218	0.358069	3	4	0.428571428571429	Activity_Gain
Rims3	0.018811	-0.724262	0.009692	9	240912	Discordant	2	3	-0.013987	0.657466	0.643479	3	6	0.333333333333333	K119ub_Only
Riox2	-0.049077	0.579014	0.02685	13	2754326.5	Discordant	6	5	0.00444	0.575194	0.579634	7	6	0.461538461538462	NA
Ripk4	0.058957	2.261972	0	17	87799	Concordant	5	4	0.011767	0.556039	0.567806	7	10	0.411764705882353	NA
Ripply2	-0.03841	-0.51528	0.035346	6	41770	Concordant	1	2	-0.046052	0.510014	0.463962	3	3	0.5	Activity_Lost
Rit2	-0.049942	-2.171989	0	9	1046	Concordant	2	4	-0.067089	0.544922	0.477833	2	7	0.777777777777778	Activity_Lost
Rmi2	-0.02603	-1.43617	0	14	15141	Concordant	2	3	-0.039082	0.460405	0.421323	6	8	0.571428571428571	Activity_Lost
Rnf122	-0.022416	-0.771311	1e-06	6	3245	Concordant	1	1	-0.006056	0.559356	0.5533	4	2	0.333333333333333	K119ub_Only
Rnf144b	0.031614	-0.533655	0	8	16458	Discordant	2	3	0.01184	0.330597	0.342437	4	4	0.5	NA
Rnf182	-0.028334	-0.534229	4.5e-05	9	83016	Concordant	2	4	-0.0428	0.532839	0.490039	3	6	0.666666666666667	Activity_Lost
Rnf39	0.054832	-0.81983	3e-06	7	4464	Discordant	4	0	0.100148	0.530824	0.630972	5	2	0.714285714285714	NA
Robo1	0.131628	-1.743519	0	15	1994208.5	Discordant	5	9	-0.11231	0.547494	0.435184	6	9	0.4	NA
Rps6ka3	0.26497	-0.788932	1e-06	9	45296.5	Discordant	9	0	0.571876	0	0.571876	9	0	1	Activity_Lost
Rsph3b	0.036894	-0.968064	0.000695	9	12474	Discordant	4	2	0.053354	0.38305	0.436404	6	3	0.666666666666667	NA
Rtn2	-0.010369	-0.546003	0.005095	11	62391	Concordant	1	1	0.000111	0.467083	0.467194	6	5	0.454545454545455	NA
Runx1t1	-0.048039	-1.107818	0	8	7527.5	Concordant	0	5	-0.10996	0.37518	0.26522	1	7	0.875	Activity_Lost
Rwdd2a	-0.013677	0.740079	0.007226	7	107115.5	Discordant	0	2	-0.039076	0.294006	0.25493	1	6	0.857142857142857	NA
Rwdd3	-0.022785	-1.21446	0.003045	10	119172	Concordant	1	5	-0.082663	0.524899	0.442236	2	8	0.8	Activity_Lost
Rxra	-0.038307	0.568015	0.000375	7	136141.5	Discordant	3	1	0.027981	0.266914	0.294895	5	2	0.285714285714286	NA
Ryr3	-0.028915	0.552546	3.7e-05	7	723928	Discordant	0	4	-0.071967	0.257467	0.1855	2	5	0.714285714285714	NA
Samd12	-0.026025	-0.928168	0	5	78984	Concordant	0	3	-0.072834	0.20916	0.136326	0	5	1	Activity_Lost
Sap30	-0.051334	-1.177061	0	7	11372	Concordant	3	2	0.002801	0.402915	0.405716	4	3	0.428571428571429	Activity_Lost
Sbf2	-0.01683	-0.667265	0	5	48731	Concordant	2	1	0.018944	0.162776	0.18172	4	1	0.2	Activity_Lost
Scara3	-0.054233	1.050114	0	4	14532.5	Discordant	0	2	-0.071113	0.520592	0.449479	0	4	1	NA
Scarf2	0.025563	-0.95579	0.000891	11	36449.5	Discordant	1	2	-0.002295	0.452145	0.44985	5	6	0.454545454545455	NA
Scg2	0.039139	-0.805696	0	6	694544	Discordant	5	1	0.095378	0.210888	0.306266	5	1	0.833333333333333	NA
Scn1a	0.019221	0.766903	0	7	32264	Concordant	3	0	0.047701	0.282424	0.330125	5	2	0.714285714285714	NA
Scn4b	0.016023	0.510522	0.009209	9	19640	Concordant	3	0	0.059268	0.53301	0.592278	7	2	0.777777777777778	Stable
Scn9a	0.02922	0.786007	4e-05	10	378281	Concordant	4	3	0.008543	0.408486	0.417029	5	5	0.5	NA
Scnn1g	0.022781	0.842535	0.003373	7	205443	Concordant	2	3	-0.029236	0.470817	0.441581	2	5	0.285714285714286	NA
Sdc1	-0.044951	-0.815581	0.000251	11	10765	Concordant	1	5	-0.070126	0.610556	0.54043	6	5	0.454545454545455	Activity_Lost
Sdc2	-0.0435	-0.656769	0	4	1620	Concordant	1	2	-0.054373	0.252473	0.1981	1	3	0.75	Activity_Lost
Sdk2	0.063762	1.12447	0	7	108777	Concordant	2	1	0.055355	0.239521	0.294876	4	3	0.571428571428571	Activity_Gain
Sema3a	-0.044481	-1.387878	0	18	273985	Concordant	9	6	0.02534	0.595947	0.621287	10	8	0.444444444444444	Stable
Sema4c	-0.032225	-0.593305	0.000685	8	5553	Concordant	0	2	-0.05358	0.525329	0.471749	2	6	0.75	NA
Sema5a	0.02062	-1.242074	0	8	642958.5	Discordant	3	4	-0.005137	0.388674	0.383537	4	4	0.5	NA
Sema6a	0.02507	-0.803431	0	7	2426	Discordant	1	1	0.023111	0.413483	0.436594	4	3	0.571428571428571	Stable
Septin10	0.01916	-0.709158	1.2e-05	7	781122.5	Discordant	1	2	-0.008902	0.215046	0.206144	3	4	0.428571428571429	NA
Serf1	0.050357	-1.097361	0.030847	11	4005	Discordant	2	2	0.05772	0.441475	0.499195	7	4	0.636363636363636	NA
Sertad1	-0.021779	-0.673599	0.028493	5	3930	Concordant	0	2	-0.037842	0.389561	0.351719	1	4	0.8	Stable
Sez6	0.030709	0.640545	0	17	3506	Concordant	3	3	0.006636	0.634844	0.64148	7	10	0.411764705882353	Activity_Gain
Sfmbt2	0.041893	1.485324	0	8	4694	Concordant	3	2	0.02572	0.491984	0.517704	4	4	0.5	Activity_Gain
Sfrp4	0.066568	-0.64724	0.041678	5	3346	Discordant	1	2	0.015025	0.612987	0.628012	2	3	0.4	NA
Sh3bgr	0.031681	-3.101125	0	10	8178	Discordant	4	1	0.053975	0.488938	0.542913	6	4	0.6	NA
Sh3bgrl2	0.028244	-0.896	0	9	402455.5	Discordant	4	1	0.054167	0.367959	0.422126	6	3	0.666666666666667	NA
Sh3gl3	0.074173	0.736818	8.4e-05	5	912	Concordant	2	1	0.075223	0.293258	0.368481	2	3	0.4	NA
Sh3rf1	-0.051563	0.694312	0	7	3639165	Discordant	1	5	-0.106009	0.364197	0.258188	2	5	0.714285714285714	K119ub_Only
Shb	0.09966	2.172654	0	8	222793	Concordant	4	3	0.198333	0.395261	0.593594	5	3	0.625	Activity_Gain
Shisa7	-0.020634	-0.784977	0	13	8167	Concordant	2	3	-0.032824	0.678056	0.645232	6	7	0.538461538461538	Stable
Shisal1	0.113351	1.342708	0	8	3615	Concordant	2	2	0.09377	0.345613	0.439383	4	4	0.5	Activity_Gain
Shroom4	-0.05124	0.892167	0	15	1674917	Discordant	4	9	-0.106637	0.386023	0.279386	4	11	0.733333333333333	NA
Siae	-0.032646	-0.939723	0	17	66638.5	Concordant	4	6	-0.035817	0.639221	0.603404	9	8	0.470588235294118	NA
Siah1b	-0.013106	1.017531	0.015472	6	903990	Discordant	0	1	0.017307	0.25391	0.271217	4	2	0.333333333333333	NA
Siah3	0.021969	-0.600281	0.000402	12	1049787.5	Discordant	2	3	0.004984	0.501621	0.506605	7	5	0.583333333333333	Stable
Simc1	-0.018086	-0.542096	0	8	53100	Concordant	0	1	-0.018289	0.309112	0.290823	4	4	0.5	Stable
Slc12a2	-0.043381	-0.640199	0	5	204778	Concordant	1	3	-0.051686	0.545705	0.494019	1	4	0.8	Activity_Lost
Slc12a8	-0.045479	-0.508133	0.011382	10	153291	Concordant	1	4	-0.075857	0.393018	0.317161	4	6	0.6	Activity_Lost
Slc13a1	-0.046739	-1.574099	1e-06	10	4889	Concordant	2	4	-0.069602	0.74357	0.673968	4	6	0.6	Activity_Lost
Slc16a1	-0.066137	-0.500665	0.003761	5	41364	Concordant	2	1	-0.032131	0.267157	0.235026	3	2	0.4	Activity_Lost
Slc16a10	-0.039919	-0.910101	0	8	34096	Concordant	1	2	-0.034034	0.26865	0.234616	4	4	0.5	Activity_Lost
Slc16a14	-0.062024	-0.969589	2e-06	6	17525	Concordant	1	3	-0.070142	0.237928	0.167786	3	3	0.5	Activity_Lost
Slc16a2	-0.024148	0.747809	0	10	199510	Discordant	3	3	-0.001464	0.334009	0.332545	6	4	0.4	Stable
Slc16a5	-0.015566	-1.373307	6.7e-05	13	11475	Concordant	1	2	0.007742	0.411227	0.418969	9	4	0.307692307692308	Activity_Lost
Slc16a6	-0.030685	-1.000092	0	11	31483	Concordant	1	4	-0.061066	0.439584	0.378518	4	7	0.636363636363636	Activity_Lost
Slc18b1	0.03546	-1.155606	0	5	1065657	Discordant	2	1	0.036249	0.454382	0.490631	3	2	0.6	NA
Slc22a15	-0.028451	-0.835392	0	11	88494	Concordant	2	5	-0.073167	0.474031	0.400864	3	8	0.727272727272727	NA
Slc27a2	-0.059067	2.249633	0	13	1305051	Discordant	3	5	-0.050711	0.351017	0.300306	7	6	0.461538461538462	NA
Slc29a1	-0.024928	-0.850306	0	13	7306	Concordant	2	3	-0.040074	0.593884	0.55381	7	6	0.461538461538462	Activity_Lost
Slc2a3	0.077041	-0.758128	0	10	9490	Discordant	1	4	-0.015895	0.594405	0.57851	3	7	0.3	Stable
Slc2a9	-0.02676	-1.456481	0	12	24915	Concordant	2	5	-0.055309	0.608677	0.553368	4	8	0.666666666666667	Activity_Lost
Slc35f4	0.05767	-0.635907	3.2e-05	9	257285.5	Discordant	3	4	-0.007361	0.372064	0.364703	3	6	0.333333333333333	NA
Slc44a5	-0.037911	0.581438	1e-06	7	28877	Discordant	2	3	-0.020242	0.452415	0.432173	3	4	0.571428571428571	NA
Slc6a15	0.038166	-0.63586	7e-06	4	1498	Discordant	1	0	0.018609	0.334419	0.353028	1	3	0.25	Stable
Slc8a3	0.020723	0.818915	1.2e-05	5	16942	Concordant	4	0	0.06037	0.193866	0.254236	4	1	0.8	Activity_Gain
Slc9a2	-0.02137	0.694475	0.004132	3	2815901	Discordant	0	1	-0.018437	0.161938	0.143501	2	1	0.333333333333333	Stable
Slc9a5	-0.03294	-0.742699	0	12	55328	Concordant	3	3	-0.042348	0.673988	0.63164	5	7	0.583333333333333	Activity_Lost
Slc9a9	0.022699	-1.203441	0	13	136052	Discordant	2	5	-0.050973	0.492858	0.441885	6	7	0.461538461538462	Activity_Gain
Slco3a1	-0.036002	-0.6253	0	7	168324	Concordant	0	4	-0.141521	0.293659	0.152138	0	7	1	Activity_Lost
Slco4c1	0.049415	1.733758	1e-06	6	3047040	Concordant	3	1	0.071721	0.161014	0.232735	5	1	0.833333333333333	NA
Slco5a1	-0.022466	0.731459	0.000597	8	2263	Discordant	1	4	-0.04592	0.339641	0.293721	2	6	0.75	NA
Slitrk2	0.032162	-0.814635	0	5	4825519	Discordant	2	2	0.00455	0.539682	0.544232	3	2	0.6	K119ub_Only
Smyd2	-0.024387	-0.537607	0	10	42155	Concordant	1	3	-0.024578	0.337958	0.31338	4	6	0.6	Activity_Lost
Snca	-0.0352	-1.759795	0	7	35793	Concordant	1	4	-0.090867	0.735591	0.644724	1	6	0.857142857142857	Activity_Lost
Snorc	-0.205021	1.479579	0.014973	9	16332	Discordant	0	9	-0.521182	0.521182	0	0	9	1	Stable
Snx10	0.050981	-0.840802	0	9	53773.5	Discordant	2	5	-0.037341	0.441391	0.40405	3	6	0.333333333333333	NA
Snx9	-0.030438	-0.618209	0	10	159783	Concordant	1	2	-0.028025	0.322238	0.294213	5	5	0.5	Activity_Lost
Spa17	0.017638	-1.275241	0.00033	9	156962	Discordant	2	2	0.001568	0.375115	0.376683	5	4	0.555555555555556	Stable
Spag6	-0.01911	-0.759715	0.000803	10	21709	Concordant	0	2	-0.056268	0.400059	0.343791	3	7	0.7	NA
Spon1	-0.025107	-0.581113	0	7	261631	Concordant	0	1	-0.048661	0.374771	0.32611	1	6	0.857142857142857	Activity_Lost
Spr	0.014876	-0.675831	0.026813	8	195588.5	Discordant	2	2	0.009351	0.249804	0.259155	4	4	0.5	NA
Spry2	-0.071842	-0.81884	0	5	164445	Concordant	1	4	-0.115475	0.474529	0.359054	1	4	0.8	Activity_Lost
Spry4	-0.013496	-1.101968	4.8e-05	7	329146	Concordant	1	2	-0.014066	0.330501	0.316435	3	4	0.571428571428571	Activity_Lost
Sptbn5	-0.020758	1.934122	3e-04	10	68945.5	Discordant	3	2	-0.001428	0.359054	0.357626	5	5	0.5	NA
Sptssb	0.035961	-1.483247	0	6	814	Discordant	2	3	-0.013912	0.606804	0.592892	3	3	0.5	Activity_Lost
Srsf12	0.020626	-0.635979	0.00691	6	39543	Discordant	3	0	0.060482	0.485078	0.54556	5	1	0.833333333333333	Stable
Stap2	0.018948	-0.684768	0.010162	11	3665	Discordant	1	0	0.030552	0.639978	0.67053	7	4	0.636363636363636	Stable
Stard4	0.020164	0.626323	1e-06	12	13201	Concordant	2	1	0.047861	0.309266	0.357127	9	3	0.75	NA
Stat6	-0.02881	-0.61942	0.010307	11	24780	Concordant	0	3	-0.053394	0.5473	0.493906	6	5	0.454545454545455	Activity_Lost
Stk26	-0.068455	2.885845	0	11	414828	Discordant	4	5	-0.083953	0.409826	0.325873	5	6	0.545454545454545	NA
Stom	-0.019483	-1.151807	0	3	8629	Concordant	0	1	-0.032119	0.200767	0.168648	0	3	1	Activity_Lost
Stpg1	-0.021636	-0.887608	0.009332	4	8227	Concordant	0	1	-0.014513	0.217856	0.203343	2	2	0.5	NA
