#Coverage	Number of genomic locations
21557.0	1.0
21590.0	1.0
21611.0	1.0
21624.0	1.0
21640.0	1.0
21693.0	1.0
21796.0	1.0
21807.0	1.0
21828.0	1.0
21900.0	1.0
21902.0	1.0
21930.0	1.0
21936.0	1.0
21950.0	1.0
21959.0	1.0
22017.0	1.0
22029.0	1.0
22058.0	1.0
22089.0	1.0
22110.0	1.0
22208.0	1.0
22245.0	1.0
22267.0	1.0
22279.0	1.0
22315.0	1.0
22321.0	1.0
22322.0	1.0
22343.0	1.0
22350.0	1.0
22365.0	1.0
22423.0	1.0
22436.0	1.0
22476.0	1.0
22531.0	1.0
22538.0	1.0
22542.0	1.0
22600.0	1.0
22627.0	1.0
22642.0	1.0
22647.0	1.0
22740.0	1.0
22753.0	1.0
22755.0	1.0
22818.0	1.0
22821.0	1.0
22871.0	1.0
22872.0	1.0
22889.0	1.0
22891.0	1.0
22899.0	1.0
22919.0	1.0
22933.0	1.0
22953.0	1.0
22965.0	1.0
22966.0	1.0
22985.0	1.0
22989.0	1.0
23002.0	1.0
23027.0	1.0
23045.0	1.0
23063.0	1.0
23086.0	1.0
23097.0	1.0
23124.0	1.0
23144.0	1.0
23160.0	1.0
23204.0	1.0
23206.0	1.0
23224.0	1.0
23237.0	1.0
23240.0	1.0
23277.0	1.0
23287.0	1.0
23365.0	1.0
23370.0	1.0
23379.0	1.0
23419.0	1.0
23421.0	1.0
23430.0	1.0
23485.0	1.0
23496.0	1.0
23533.0	1.0
23536.0	1.0
23562.0	1.0
23570.0	1.0
23592.0	1.0
23672.0	1.0
23691.0	1.0
23795.0	1.0
23819.0	1.0
23896.0	1.0
23908.0	1.0
23914.0	1.0
23928.0	1.0
23936.0	1.0
23947.0	1.0
23950.0	1.0
23979.0	1.0
23981.0	1.0
23992.0	1.0
23995.0	1.0
24002.0	1.0
24005.0	1.0
24012.0	1.0
24023.0	1.0
24030.0	1.0
24035.0	1.0
24047.0	1.0
24075.0	1.0
24085.0	1.0
24118.0	1.0
24120.0	1.0
24134.0	1.0
24135.0	1.0
24210.0	1.0
24268.0	1.0
24319.0	1.0
24386.0	1.0
24507.0	1.0
24515.0	1.0
24540.0	2.0
24543.0	1.0
24554.0	1.0
24603.0	1.0
24640.0	1.0
24646.0	1.0
24656.0	1.0
24765.0	1.0
24772.0	1.0
24866.0	1.0
24872.0	1.0
24948.0	1.0
24963.0	1.0
24973.0	1.0
25011.0	1.0
25032.0	1.0
25045.0	1.0
25052.0	1.0
25057.0	1.0
25075.0	1.0
25084.0	1.0
25094.0	1.0
25130.0	1.0
25185.0	1.0
25275.0	1.0
25357.0	1.0
25482.0	1.0
25507.0	1.0
25535.0	1.0
25728.0	1.0
25736.0	1.0
25825.0	1.0
25937.0	1.0
25952.0	1.0
26032.0	1.0
26303.0	1.0
26420.0	1.0
26442.0	1.0
26447.0	1.0
26630.0	1.0
26641.0	1.0
26677.0	1.0
26932.0	1.0
26936.0	1.0
26950.0	1.0
27079.0	1.0
27111.0	1.0
27212.0	1.0
27282.0	1.0
27321.0	1.0
27352.0	1.0
27381.0	1.0
27460.0	1.0
27573.0	1.0
27582.0	1.0
27681.0	1.0
27711.0	1.0
27812.0	1.0
27845.0	1.0
27869.0	1.0
27884.0	1.0
27921.0	1.0
27926.0	1.0
27931.0	1.0
27947.0	1.0
27988.0	1.0
27999.0	1.0
28115.0	1.0
28128.0	1.0
28141.0	1.0
28228.0	1.0
28261.0	1.0
28326.0	1.0
28333.0	1.0
28361.0	1.0
28374.0	1.0
28536.0	1.0
28542.0	1.0
28606.0	1.0
28675.0	1.0
28717.0	1.0
28727.0	1.0
28767.0	1.0
28784.0	1.0
28819.0	1.0
28821.0	1.0
28832.0	1.0
28862.0	1.0
28943.0	1.0
28962.0	1.0
28984.0	1.0
29029.0	1.0
29123.0	1.0
29227.0	1.0
29351.0	1.0
29380.0	1.0
29427.0	1.0
29511.0	1.0
29537.0	1.0
29551.0	1.0
29559.0	1.0
29585.0	1.0
29722.0	1.0
29781.0	1.0
29783.0	1.0
29796.0	1.0
29899.0	1.0
29994.0	1.0
30065.0	1.0
30130.0	1.0
30175.0	1.0
30185.0	1.0
30227.0	1.0
30280.0	1.0
30293.0	1.0
30300.0	1.0
30315.0	1.0
30346.0	1.0
30358.0	1.0
30377.0	1.0
30418.0	1.0
30431.0	1.0
30471.0	1.0
30501.0	1.0
30504.0	1.0
30531.0	1.0
30551.0	1.0
30582.0	1.0
30590.0	1.0
30614.0	1.0
30636.0	1.0
30664.0	1.0
30676.0	1.0
30739.0	1.0
30745.0	1.0
30755.0	1.0
30784.0	1.0
30860.0	1.0
30924.0	1.0
31000.0	1.0
31042.0	1.0
31174.0	1.0
31297.0	1.0
31307.0	1.0
31308.0	1.0
31325.0	1.0
31361.0	1.0
31466.0	1.0
31471.0	1.0
31550.0	1.0
31552.0	1.0
31890.0	1.0
32097.0	1.0
32270.0	1.0
32486.0	1.0
32617.0	1.0
32809.0	1.0
33105.0	1.0
33203.0	1.0
33270.0	1.0
33291.0	1.0
33790.0	1.0
33921.0	1.0
34025.0	1.0
34167.0	1.0
34300.0	1.0
34347.0	1.0
34524.0	1.0
34675.0	1.0
34826.0	1.0
34885.0	1.0
35254.0	1.0
35412.0	1.0
35523.0	1.0
35724.0	1.0
35913.0	1.0
35916.0	1.0
36017.0	1.0
36168.0	1.0
36291.0	1.0
36471.0	1.0
36651.0	1.0
36661.0	1.0
36935.0	1.0
37088.0	1.0
37117.0	1.0
37443.0	1.0
37542.0	1.0
37731.0	1.0
37888.0	1.0
38011.0	1.0
38099.0	1.0
38128.0	1.0
38547.0	1.0
38590.0	1.0
38600.0	1.0
38756.0	1.0
39039.0	1.0
39072.0	1.0
39372.0	1.0
39562.0	1.0
39650.0	1.0
39676.0	1.0
39757.0	1.0
39929.0	1.0
39937.0	1.0
40138.0	1.0
40290.0	1.0
40442.0	1.0
40476.0	1.0
40787.0	1.0
40801.0	1.0
41047.0	1.0
41148.0	1.0
41367.0	1.0
41430.0	1.0
41626.0	1.0
41665.0	1.0
41695.0	1.0
41715.0	1.0
42083.0	1.0
42193.0	1.0
42278.0	1.0
42431.0	1.0
42679.0	1.0
42776.0	1.0
42903.0	1.0
42961.0	1.0
43134.0	1.0
43273.0	1.0
43558.0	1.0
43818.0	1.0
43886.0	1.0
44075.0	1.0
44231.0	1.0
44370.0	1.0
44630.0	1.0
44869.0	1.0
45028.0	1.0
45112.0	1.0
45117.0	1.0
45428.0	1.0
45830.0	1.0
45929.0	1.0
46306.0	1.0
46309.0	1.0
46527.0	1.0
46569.0	1.0
46792.0	1.0
46974.0	1.0
47211.0	1.0
47533.0	1.0
47654.0	1.0
47934.0	1.0
47974.0	1.0
47994.0	1.0
48168.0	1.0
48382.0	1.0
48454.0	1.0
48596.0	1.0
48664.0	1.0
48783.0	1.0
48809.0	1.0
48976.0	1.0
49146.0	1.0
49194.0	1.0
49205.0	1.0
49233.0	1.0
49332.0	1.0
49500.0	1.0
49656.0	1.0
49762.0	1.0
49781.0	1.0
49985.0	1.0
50058.0	1.0
50125.0	1.0
50197.0	1.0
50217.0	1.0
50395.0	1.0
50421.0	1.0
50430.0	1.0
50483.0	1.0
50499.0	1.0
50518.0	1.0
50545.0	1.0
50563.0	1.0
50744.0	1.0
50872.0	1.0
50945.0	2.0
